recorded_date,line_name,shift_name,recorded_hour,day_of_week,week_of_year,month,is_weekend,shift_num,line_encoded,total_output,total_pass,total_reject,reject_rate,pass_rate,downtime_rate,avg_sec_per_unit,availability,perfomance,quality,total_downtime_seconds,downtime_count,troughput,oee_line,total_output,total_reject,efficiency
2026-02-08,Line C,Shift 2,14,6,6,2,1,2,2,760,4,2,0.002631578947368421,0.005263157894736842,0.0,37.89473684210526,0.9717162921348315,0.6548410112359551,0.9551494382022473,0,0,97.9258988764045,0.6051241573033708,760,2,0.4029
2026-02-09,Line C,Shift 3,22,0,7,2,0,3,2,819,3,0,0.0,0.003663003663003663,0.0,35.16483516483517,0.9691514450867051,0.6074329479768786,0.9537063583815029,0,0,98.41479768786127,0.5575803468208093,819,0,0.5724
2026-02-08,Line C,Shift 1,6,6,6,2,1,1,2,1031,4,0,0.0,0.0038797284190106693,0.0,27.934044616876818,0.9558448863636364,0.7807528409090909,0.9775556818181819,0,0,130.69335227272725,0.7297176136363636,1031,0,0.4482
2026-02-09,Line C,Shift 3,22,0,7,2,0,3,2,1046,6,0,0.0,0.0057361376673040155,0.0,27.533460803059274,0.9592327485380117,0.7542111111111112,0.9711321637426901,0,0,130.86356725146197,0.7041649122807018,1046,0,0.5993
2026-02-08,Line D,Shift 1,6,6,6,2,1,1,3,728,2,0,0.0,0.0027472527472527475,0.0,39.56043956043956,0.97625197740113,0.6071683615819209,0.9534841807909605,0,0,88.73045197740113,0.5665514124293786,728,0,0.4608
2026-02-08,Line D,Shift 2,14,6,6,2,1,2,3,664,2,0,0.0,0.0030120481927710845,0.0,43.373493975903614,0.9750948863636364,0.5983465909090909,0.9623090909090909,0,0,90.01670454545454,0.5577159090909091,664,0,0.6393
2026-02-09,Line D,Shift 3,22,0,7,2,0,3,3,689,3,0,0.0,0.0043541364296081275,0.0,41.79970972423803,0.9761469273743016,0.5908648044692737,0.9510592178770949,0,0,89.68357541899442,0.5472212290502794,689,0,0.9517
2026-02-08,Line D,Shift 1,6,6,6,2,1,1,3,1050,6,0,0.0,0.005714285714285714,0.0,27.428571428571427,0.9577932203389831,0.7727412429378532,0.9548954802259887,0,0,124.61988700564973,0.7059016949152542,1050,0,1.0
2026-02-08,Line D,Shift 2,14,6,6,2,1,2,3,760,3,0,0.0,0.003947368421052632,0.0,37.89473684210526,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,0,124.07531073446329,0.701254802259887,760,0,0.7679
2026-02-09,Line D,Shift 3,22,0,7,2,0,3,3,721,2,1,0.0013869625520110957,0.0027739251040221915,0.0,39.94452149791955,0.9582296511627908,0.8025308139534885,0.9455558139534884,0,0,125.79796511627907,0.7229529069767442,721,1,0.4844
2026-02-08,Line D,Shift 2,14,6,6,2,1,2,3,883,2,0,0.0,0.0022650056625141564,0.18177083333333333,32.61608154020385,0.9679265536723164,0.677564406779661,0.9646892655367232,5235,1,115.43598870056496,0.6333661016949153,883,0,0.8182
2026-02-09,Line D,Shift 3,22,0,7,2,0,3,3,996,2,0,0.0,0.002008032128514056,0.0,28.91566265060241,0.9663485875706215,0.7424570621468926,0.9622666666666667,0,0,115.46514124293786,0.6876158192090396,996,0,1.0
2026-02-09,Line A,Shift 1,6,0,7,2,0,1,0,986,2,0,0.0,0.002028397565922921,0.0,29.20892494929006,0.9714869318181818,0.7811892045454545,0.9603221590909091,0,0,126.66471590909092,0.7268857954545455,986,0,0.4129
2026-02-09,Line A,Shift 2,14,0,7,2,0,2,0,960,4,0,0.0,0.004166666666666667,0.0,30.0,0.9732103448275863,0.7720936781609196,0.9673367816091953,0,0,126.53528735632183,0.7261856321839081,960,0,0.334
2026-02-10,Line A,Shift 3,22,1,7,2,0,3,0,1050,4,0,0.0,0.0038095238095238095,0.03809027777777778,27.428571428571427,0.9726114285714286,0.7704497142857143,0.9543937142857143,1097,1,128.15182857142858,0.7158011428571428,1050,0,0.572
2026-02-09,Line A,Shift 1,6,0,7,2,0,1,0,656,2,1,0.001524390243902439,0.003048780487804878,0.09378472222222223,43.90243902439025,0.9579948863636364,0.6420017045454546,0.9496204545454545,2701,1,99.07823863636364,0.5804988636363636,656,1,0.3061
2026-02-09,Line A,Shift 2,14,0,7,2,0,2,0,654,3,0,0.0,0.0045871559633027525,0.06899305555555556,44.03669724770642,0.9595845714285715,0.6536731428571428,0.9767611428571429,1987,1,99.8704,0.6098668571428572,654,0,0.2187
2026-02-10,Line A,Shift 3,22,1,7,2,0,3,0,725,3,0,0.0,0.004137931034482759,0.0,39.724137931034484,0.960858757062147,0.6334305084745763,0.9482943502824858,0,0,98.41564971751413,0.5724553672316385,725,0,0.8393
2026-02-09,Line A,Shift 1,6,0,7,2,0,1,0,1025,2,0,0.0,0.001951219512195122,0.06555555555555556,28.097560975609756,0.9711568965517242,0.7715344827586208,0.9542132183908045,1888,1,121.96528735632184,0.7152005747126438,1025,0,0.9344
2026-02-09,Line A,Shift 2,14,0,7,2,0,2,0,952,2,1,0.0010504201680672268,0.0021008403361344537,0.0653125,30.252100840336134,0.9698011363636364,0.75509375,0.9680863636363636,1881,1,121.75488636363637,0.7072284090909091,952,1,0.3996
2026-02-10,Line A,Shift 3,22,1,7,2,0,3,0,840,0,0,0.0,0.0,0.0,34.285714285714285,0.9699949438202247,0.7404140449438202,0.9610904494382022,0,0,120.81398876404494,0.695426404494382,840,0,0.9175
2026-02-09,Line B,Shift 1,6,0,7,2,0,1,1,807,3,0,0.0,0.0037174721189591076,0.0842013888888889,35.687732342007436,0.9694767045454546,0.7222562499999999,0.9522732954545454,2425,1,111.89562500000001,0.6606835227272727,807,0,0.87
2026-02-09,Line B,Shift 2,14,0,7,2,0,2,1,969,6,0,0.0,0.006191950464396285,0.08958333333333333,29.721362229102166,0.970316384180791,0.7160909604519774,0.958379661016949,2580,1,111.57118644067796,0.6649429378531073,969,0,0.8677
2026-02-10,Line B,Shift 3,22,1,7,2,0,3,1,802,6,0,0.0,0.007481296758104738,0.0,35.910224438902745,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,0,108.73803370786516,0.608338202247191,802,0,0.4283
2026-02-09,Line B,Shift 1,6,0,7,2,0,1,1,787,4,0,0.0,0.005082592121982211,0.0,36.594663278271916,0.9605514124293785,0.6269536723163842,0.9538604519774012,0,0,94.99734463276836,0.5716604519774011,787,0,0.784
2026-02-09,Line B,Shift 2,14,0,7,2,0,2,1,809,3,2,0.002472187886279357,0.003708281829419036,0.0,35.59950556242274,0.9614744318181819,0.6564625000000001,0.9428977272727272,0,0,95.71289772727273,0.5940198863636363,809,2,0.5981
2026-02-10,Line B,Shift 3,22,1,7,2,0,3,1,722,4,1,0.0013850415512465374,0.00554016620498615,0.0,39.88919667590028,0.9596569832402235,0.6435245810055866,0.9638513966480448,0,0,95.2254189944134,0.5946603351955307,722,1,0.5611
2026-02-09,Line B,Shift 1,6,0,7,2,0,1,1,1023,3,0,0.0,0.002932551319648094,0.1770138888888889,28.1524926686217,0.9657640000000001,0.7633297142857142,0.9598091428571428,5098,1,127.83445714285713,0.7084662857142857,1023,0,0.823
2026-02-09,Line B,Shift 2,14,0,7,2,0,2,1,1050,6,0,0.0,0.005714285714285714,0.10475694444444444,27.428571428571427,0.961093220338983,0.7580553672316385,0.9796604519774011,3017,1,127.4880790960452,0.7118265536723164,1050,0,0.8952
2026-02-10,Line B,Shift 3,22,1,7,2,0,3,1,953,3,0,0.0,0.0031479538300104933,0.0,30.220356768100736,0.9595553072625699,0.7858726256983241,0.9731631284916201,0,0,128.4187150837989,0.7342351955307262,953,0,1.0
2026-02-09,Line C,Shift 1,6,0,7,2,0,1,2,876,3,0,0.0,0.003424657534246575,0.014201388888888888,32.87671232876713,0.9684011363636364,0.7713215909090909,0.9683693181818182,409,1,126.56880681818183,0.7208255681818182,876,0,0.3775
2026-02-09,Line C,Shift 2,14,0,7,2,0,2,2,829,3,0,0.0,0.0036188178528347406,0.007395833333333333,34.74065138721351,0.9675180790960451,0.7758463276836158,0.9586621468926554,213,1,125.83853107344632,0.7159553672316384,829,0,0.4528
2026-02-10,Line C,Shift 3,22,1,7,2,0,3,2,863,3,0,0.0,0.0034762456546929316,0.043125,33.371958285052145,0.9660954545454546,0.7738732954545454,0.9695846590909091,1242,1,125.31721590909092,0.7257812499999999,863,0,0.9569
2026-02-09,Line C,Shift 1,6,0,7,2,0,1,2,636,4,0,0.0,0.006289308176100629,0.0,45.283018867924525,0.9734926553672316,0.6269056497175142,0.9553672316384181,0,0,97.6635593220339,0.5813502824858757,636,0,0.7164
2026-02-09,Line C,Shift 2,14,0,7,2,0,2,2,776,3,0,0.0,0.003865979381443299,0.0,37.11340206185567,0.9717162921348315,0.6548410112359551,0.9551494382022473,0,0,97.9258988764045,0.6051241573033708,776,0,0.966
2026-02-10,Line C,Shift 3,22,1,7,2,0,3,2,745,3,0,0.0,0.004026845637583893,0.06142361111111111,38.65771812080537,0.9691514450867051,0.6074329479768786,0.9537063583815029,1769,1,98.41479768786127,0.5575803468208093,745,0,0.3384
2026-02-09,Line C,Shift 1,6,0,7,2,0,1,2,1050,3,0,0.0,0.002857142857142857,0.0,27.428571428571427,0.9558448863636364,0.7807528409090909,0.9775556818181819,0,0,130.69335227272725,0.7297176136363636,1050,0,0.4091
2026-02-09,Line C,Shift 2,14,0,7,2,0,2,2,1050,2,0,0.0,0.0019047619047619048,0.0,27.428571428571427,0.959408,0.7887599999999999,0.9514285714285714,0,0,129.8790857142857,0.7162628571428572,1050,0,1.0
2026-02-10,Line C,Shift 3,22,1,7,2,0,3,2,1050,1,0,0.0,0.0009523809523809524,0.0,27.428571428571427,0.9592327485380117,0.7542111111111112,0.9711321637426901,0,0,130.86356725146197,0.7041649122807018,1050,0,0.9352
2026-02-09,Line D,Shift 1,6,0,7,2,0,1,3,707,1,1,0.0014144271570014145,0.0014144271570014145,0.0,40.735502121640735,0.97625197740113,0.6071683615819209,0.9534841807909605,0,0,88.73045197740113,0.5665514124293786,707,1,0.1552
2026-02-09,Line D,Shift 2,14,0,7,2,0,2,3,708,3,1,0.0014124293785310734,0.00423728813559322,0.0,40.67796610169491,0.9750948863636364,0.5983465909090909,0.9623090909090909,0,0,90.01670454545454,0.5577159090909091,708,1,0.245
2026-02-10,Line D,Shift 3,22,1,7,2,0,3,3,760,2,0,0.0,0.002631578947368421,0.0,37.89473684210526,0.9761469273743016,0.5908648044692737,0.9510592178770949,0,0,89.68357541899442,0.5472212290502794,760,0,0.8761
2026-02-09,Line D,Shift 1,6,0,7,2,0,1,3,955,2,0,0.0,0.0020942408376963353,0.0,30.157068062827225,0.9577932203389831,0.7727412429378532,0.9548954802259887,0,0,124.61988700564973,0.7059016949152542,955,0,1.0
2026-02-09,Line D,Shift 2,14,0,7,2,0,2,3,1016,6,0,0.0,0.005905511811023622,0.0,28.346456692913385,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,0,124.07531073446329,0.701254802259887,1016,0,1.0
2026-02-10,Line D,Shift 3,22,1,7,2,0,3,3,937,6,0,0.0,0.0064034151547491995,0.0,30.73639274279616,0.9582296511627908,0.8025308139534885,0.9455558139534884,0,0,125.79796511627907,0.7229529069767442,937,0,0.992
2026-02-09,Line D,Shift 1,6,0,7,2,0,1,3,849,6,0,0.0,0.007067137809187279,0.0,33.92226148409894,0.970548275862069,0.7340936781609195,0.969635632183908,0,0,116.3509195402299,0.6886327586206897,849,0,0.4121
2026-02-09,Line D,Shift 2,14,0,7,2,0,2,3,1017,6,0,0.0,0.0058997050147492625,0.0,28.31858407079646,0.9679265536723164,0.677564406779661,0.9646892655367232,0,0,115.43598870056496,0.6333661016949153,1017,0,1.0
2026-02-10,Line D,Shift 3,22,1,7,2,0,3,3,921,2,0,0.0,0.002171552660152009,0.08725694444444444,31.270358306188925,0.9663485875706215,0.7424570621468926,0.9622666666666667,2513,1,115.46514124293786,0.6876158192090396,921,0,0.9127
2026-02-10,Line A,Shift 1,6,1,7,2,0,1,0,1050,4,1,0.0009523809523809524,0.0038095238095238095,0.03239583333333333,27.428571428571427,0.9714869318181818,0.7811892045454545,0.9603221590909091,933,1,126.66471590909092,0.7268857954545455,1050,1,0.3258
2026-02-10,Line A,Shift 2,14,1,7,2,0,2,0,1050,3,0,0.0,0.002857142857142857,0.04190972222222222,27.428571428571427,0.9732103448275863,0.7720936781609196,0.9673367816091953,1207,1,126.53528735632183,0.7261856321839081,1050,0,0.6012
2026-02-11,Line A,Shift 3,22,2,7,2,0,3,0,1050,4,0,0.0,0.0038095238095238095,0.0,27.428571428571427,0.9726114285714286,0.7704497142857143,0.9543937142857143,0,0,128.15182857142858,0.7158011428571428,1050,0,0.7386
2026-02-10,Line A,Shift 1,6,1,7,2,0,1,0,820,3,0,0.0,0.003658536585365854,0.0,35.1219512195122,0.9579948863636364,0.6420017045454546,0.9496204545454545,0,0,99.07823863636364,0.5804988636363636,820,0,0.7235
2026-02-10,Line A,Shift 2,14,1,7,2,0,2,0,760,2,0,0.0,0.002631578947368421,0.0,37.89473684210526,0.9595845714285715,0.6536731428571428,0.9767611428571429,0,0,99.8704,0.6098668571428572,760,0,0.3861
2026-02-11,Line A,Shift 3,22,2,7,2,0,3,0,638,7,2,0.003134796238244514,0.0109717868338558,0.04659722222222222,45.141065830721004,0.960858757062147,0.6334305084745763,0.9482943502824858,1342,1,98.41564971751413,0.5724553672316385,638,2,0.1511
2026-02-10,Line A,Shift 1,6,1,7,2,0,1,0,759,2,0,0.0,0.002635046113306983,0.0,37.944664031620555,0.9711568965517242,0.7715344827586208,0.9542132183908045,0,0,121.96528735632184,0.7152005747126438,759,0,0.7435
2026-02-10,Line A,Shift 2,14,1,7,2,0,2,0,846,4,0,0.0,0.004728132387706856,0.0,34.04255319148936,0.9698011363636364,0.75509375,0.9680863636363636,0,0,121.75488636363637,0.7072284090909091,846,0,0.5276
2026-02-11,Line A,Shift 3,22,2,7,2,0,3,0,986,7,0,0.0,0.007099391480730223,0.10864583333333333,29.20892494929006,0.9699949438202247,0.7404140449438202,0.9610904494382022,3129,1,120.81398876404494,0.695426404494382,986,0,0.8914
2026-02-10,Line B,Shift 1,6,1,7,2,0,1,1,784,4,0,0.0,0.00510204081632653,0.0,36.734693877551024,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,0,111.89562500000001,0.6606835227272727,784,0,0.9547
2026-02-10,Line B,Shift 2,14,1,7,2,0,2,1,884,5,0,0.0,0.005656108597285068,0.0,32.57918552036199,0.970316384180791,0.7160909604519774,0.958379661016949,0,0,111.57118644067796,0.6649429378531073,884,0,0.4162
2026-02-11,Line B,Shift 3,22,2,7,2,0,3,1,796,2,0,0.0,0.002512562814070352,0.0,36.18090452261306,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,0,108.73803370786516,0.608338202247191,796,0,1.0
2026-02-10,Line B,Shift 1,6,1,7,2,0,1,1,670,5,0,0.0,0.007462686567164179,0.0,42.985074626865675,0.9605514124293785,0.6269536723163842,0.9538604519774012,0,0,94.99734463276836,0.5716604519774011,670,0,0.3618
2026-02-10,Line B,Shift 2,14,1,7,2,0,2,1,763,2,0,0.0,0.002621231979030144,0.0,37.745740498034074,0.9614744318181819,0.6564625000000001,0.9428977272727272,0,0,95.71289772727273,0.5940198863636363,763,0,0.532
2026-02-11,Line B,Shift 3,22,2,7,2,0,3,1,682,2,1,0.001466275659824047,0.002932551319648094,0.09972222222222223,42.22873900293255,0.9596569832402235,0.6435245810055866,0.9638513966480448,2872,1,95.2254189944134,0.5946603351955307,682,1,0.5905
2026-02-10,Line B,Shift 1,6,1,7,2,0,1,1,987,4,0,0.0,0.004052684903748734,0.0,29.179331306990882,0.9657640000000001,0.7633297142857142,0.9598091428571428,0,0,127.83445714285713,0.7084662857142857,987,0,0.3972
2026-02-10,Line B,Shift 2,14,1,7,2,0,2,1,850,4,1,0.001176470588235294,0.004705882352941176,0.0,33.88235294117647,0.961093220338983,0.7580553672316385,0.9796604519774011,0,0,127.4880790960452,0.7118265536723164,850,1,0.646
2026-02-11,Line B,Shift 3,22,2,7,2,0,3,1,1015,5,0,0.0,0.0049261083743842365,0.04583333333333333,28.374384236453203,0.9595553072625699,0.7858726256983241,0.9731631284916201,1320,1,128.4187150837989,0.7342351955307262,1015,0,0.5452
2026-02-10,Line C,Shift 1,6,1,7,2,0,1,2,990,2,0,0.0,0.00202020202020202,0.07222222222222222,29.09090909090909,0.9684011363636364,0.7713215909090909,0.9683693181818182,2080,1,126.56880681818183,0.7208255681818182,990,0,0.6115
2026-02-10,Line C,Shift 2,14,1,7,2,0,2,2,725,4,1,0.001379310344827586,0.005517241379310344,0.07118055555555555,39.724137931034484,0.9675180790960451,0.7758463276836158,0.9586621468926554,2050,1,125.83853107344632,0.7159553672316384,725,1,0.2803
2026-02-11,Line C,Shift 3,22,2,7,2,0,3,2,1050,3,0,0.0,0.002857142857142857,0.0,27.428571428571427,0.9660954545454546,0.7738732954545454,0.9695846590909091,0,0,125.31721590909092,0.7257812499999999,1050,0,1.0
2026-02-10,Line C,Shift 1,6,1,7,2,0,1,2,817,3,0,0.0,0.0036719706242350062,0.06996527777777778,35.250917992656056,0.9734926553672316,0.6269056497175142,0.9553672316384181,2015,1,97.6635593220339,0.5813502824858757,817,0,0.299
2026-02-10,Line C,Shift 2,14,1,7,2,0,2,2,732,4,0,0.0,0.00546448087431694,0.03940972222222222,39.34426229508197,0.9717162921348315,0.6548410112359551,0.9551494382022473,1135,1,97.9258988764045,0.6051241573033708,732,0,0.345
2026-02-11,Line C,Shift 3,22,2,7,2,0,3,2,837,5,0,0.0,0.005973715651135006,0.0,34.40860215053763,0.9691514450867051,0.6074329479768786,0.9537063583815029,0,0,98.41479768786127,0.5575803468208093,837,0,0.2328
2026-02-10,Line C,Shift 1,6,1,7,2,0,1,2,828,4,1,0.0012077294685990338,0.004830917874396135,0.0,34.78260869565217,0.9558448863636364,0.7807528409090909,0.9775556818181819,0,0,130.69335227272725,0.7297176136363636,828,1,0.6164
2026-02-10,Line C,Shift 2,14,1,7,2,0,2,2,1050,3,0,0.0,0.002857142857142857,0.0,27.428571428571427,0.959408,0.7887599999999999,0.9514285714285714,0,0,129.8790857142857,0.7162628571428572,1050,0,0.9665
2026-02-11,Line C,Shift 3,22,2,7,2,0,3,2,1050,2,0,0.0,0.0019047619047619048,0.2103472222222222,27.428571428571427,0.9592327485380117,0.7542111111111112,0.9711321637426901,6058,1,130.86356725146197,0.7041649122807018,1050,0,0.7897
2026-02-10,Line D,Shift 1,6,1,7,2,0,1,3,624,4,0,0.0,0.00641025641025641,0.0,46.15384615384615,0.97625197740113,0.6071683615819209,0.9534841807909605,0,0,88.73045197740113,0.5665514124293786,624,0,0.7705
2026-02-10,Line D,Shift 2,14,1,7,2,0,2,3,706,5,1,0.00141643059490085,0.007082152974504249,0.0,40.79320113314448,0.9750948863636364,0.5983465909090909,0.9623090909090909,0,0,90.01670454545454,0.5577159090909091,706,1,0.6034
2026-02-11,Line D,Shift 3,22,2,7,2,0,3,3,690,5,0,0.0,0.007246376811594203,0.0,41.73913043478261,0.9761469273743016,0.5908648044692737,0.9510592178770949,0,0,89.68357541899442,0.5472212290502794,690,0,0.3852
2026-02-10,Line D,Shift 1,6,1,7,2,0,1,3,904,5,0,0.0,0.0055309734513274336,0.0,31.858407079646017,0.9577932203389831,0.7727412429378532,0.9548954802259887,0,0,124.61988700564973,0.7059016949152542,904,0,0.8017
2026-02-10,Line D,Shift 2,14,1,7,2,0,2,3,962,3,0,0.0,0.0031185031185031187,0.0,29.93762993762994,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,0,124.07531073446329,0.701254802259887,962,0,1.0
2026-02-11,Line D,Shift 3,22,2,7,2,0,3,3,868,2,0,0.0,0.002304147465437788,0.0,33.17972350230415,0.9582296511627908,0.8025308139534885,0.9455558139534884,0,0,125.79796511627907,0.7229529069767442,868,0,0.8023
2026-02-10,Line D,Shift 1,6,1,7,2,0,1,3,1016,2,1,0.000984251968503937,0.001968503937007874,0.20052083333333334,28.346456692913385,0.970548275862069,0.7340936781609195,0.969635632183908,5775,1,116.3509195402299,0.6886327586206897,1016,1,0.533
2026-02-10,Line D,Shift 2,14,1,7,2,0,2,3,969,4,0,0.0,0.0041279669762641896,0.13902777777777778,29.721362229102166,0.9679265536723164,0.677564406779661,0.9646892655367232,4004,1,115.43598870056496,0.6333661016949153,969,0,0.4959
2026-02-11,Line D,Shift 3,22,2,7,2,0,3,3,953,1,0,0.0,0.001049317943336831,0.08451388888888889,30.220356768100736,0.9663485875706215,0.7424570621468926,0.9622666666666667,2434,1,115.46514124293786,0.6876158192090396,953,0,0.5698
2026-02-11,Line A,Shift 1,6,2,7,2,0,1,0,1047,5,0,0.0,0.004775549188156638,0.0,27.507163323782233,0.9714869318181818,0.7811892045454545,0.9603221590909091,0,0,126.66471590909092,0.7268857954545455,1047,0,1.0
2026-02-11,Line A,Shift 2,14,2,7,2,0,2,0,1050,4,0,0.0,0.0038095238095238095,0.0,27.428571428571427,0.9732103448275863,0.7720936781609196,0.9673367816091953,0,0,126.53528735632183,0.7261856321839081,1050,0,1.0
2026-02-12,Line A,Shift 3,22,3,7,2,0,3,0,1050,3,0,0.0,0.002857142857142857,0.0,27.428571428571427,0.9726114285714286,0.7704497142857143,0.9543937142857143,0,0,128.15182857142858,0.7158011428571428,1050,0,1.0
2026-02-11,Line A,Shift 1,6,2,7,2,0,1,0,864,3,0,0.0,0.003472222222222222,0.06770833333333333,33.333333333333336,0.9579948863636364,0.6420017045454546,0.9496204545454545,1950,1,99.07823863636364,0.5804988636363636,864,0,0.2745
2026-02-11,Line A,Shift 2,14,2,7,2,0,2,0,713,6,0,0.0,0.008415147265077139,0.06149305555555556,40.39270687237027,0.9595845714285715,0.6536731428571428,0.9767611428571429,1771,1,99.8704,0.6098668571428572,713,0,0.2869
2026-02-12,Line A,Shift 3,22,3,7,2,0,3,0,785,0,0,0.0,0.0,0.0,36.68789808917197,0.960858757062147,0.6334305084745763,0.9482943502824858,0,0,98.41564971751413,0.5724553672316385,785,0,0.9824
2026-02-11,Line A,Shift 1,6,2,7,2,0,1,0,973,3,0,0.0,0.003083247687564234,0.07326388888888889,29.59917780061665,0.9711568965517242,0.7715344827586208,0.9542132183908045,2110,1,121.96528735632184,0.7152005747126438,973,0,0.4885
2026-02-11,Line A,Shift 2,14,2,7,2,0,2,0,907,3,0,0.0,0.0033076074972436605,0.09190972222222223,31.75303197353914,0.9698011363636364,0.75509375,0.9680863636363636,2647,1,121.75488636363637,0.7072284090909091,907,0,0.9081
2026-02-12,Line A,Shift 3,22,3,7,2,0,3,0,850,5,0,0.0,0.0058823529411764705,0.0,33.88235294117647,0.9699949438202247,0.7404140449438202,0.9610904494382022,0,0,120.81398876404494,0.695426404494382,850,0,0.9226
2026-02-11,Line B,Shift 1,6,2,7,2,0,1,1,689,3,0,0.0,0.0043541364296081275,0.0,41.79970972423803,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,0,111.89562500000001,0.6606835227272727,689,0,0.3077
2026-02-11,Line B,Shift 2,14,2,7,2,0,2,1,959,5,0,0.0,0.005213764337851929,0.0,30.03128258602711,0.970316384180791,0.7160909604519774,0.958379661016949,0,0,111.57118644067796,0.6649429378531073,959,0,0.4718
2026-02-12,Line B,Shift 3,22,3,7,2,0,3,1,916,4,0,0.0,0.004366812227074236,0.15208333333333332,31.441048034934497,0.9707780898876404,0.6486887640449438,0.9695876404494382,4380,1,108.73803370786516,0.608338202247191,916,0,0.8479
2026-02-11,Line B,Shift 1,6,2,7,2,0,1,1,607,5,0,0.0,0.008237232289950576,0.2284375,47.44645799011532,0.9605514124293785,0.6269536723163842,0.9538604519774012,6579,1,94.99734463276836,0.5716604519774011,607,0,0.5272
2026-02-11,Line B,Shift 2,14,2,7,2,0,2,1,686,6,0,0.0,0.008746355685131196,0.1804513888888889,41.98250728862974,0.9614744318181819,0.6564625000000001,0.9428977272727272,5197,1,95.71289772727273,0.5940198863636363,686,0,0.8195
2026-02-12,Line B,Shift 3,22,3,7,2,0,3,1,609,3,0,0.0,0.0049261083743842365,0.0775,47.29064039408867,0.9596569832402235,0.6435245810055866,0.9638513966480448,2232,2,95.2254189944134,0.5946603351955307,609,0,0.172
2026-02-11,Line B,Shift 1,6,2,7,2,0,1,1,1036,5,0,0.0,0.004826254826254826,0.03763888888888889,27.7992277992278,0.9657640000000001,0.7633297142857142,0.9598091428571428,1084,1,127.83445714285713,0.7084662857142857,1036,0,0.7335
2026-02-11,Line B,Shift 2,14,2,7,2,0,2,1,1050,5,0,0.0,0.004761904761904762,0.05319444444444445,27.428571428571427,0.961093220338983,0.7580553672316385,0.9796604519774011,1532,1,127.4880790960452,0.7118265536723164,1050,0,0.9468
2026-02-12,Line B,Shift 3,22,3,7,2,0,3,1,1050,4,0,0.0,0.0038095238095238095,0.0,27.428571428571427,0.9595553072625699,0.7858726256983241,0.9731631284916201,0,0,128.4187150837989,0.7342351955307262,1050,0,1.0
2026-02-11,Line C,Shift 1,6,2,7,2,0,1,2,1050,6,0,0.0,0.005714285714285714,0.0,27.428571428571427,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,0,126.56880681818183,0.7208255681818182,1050,0,0.8473
2026-02-11,Line C,Shift 2,14,2,7,2,0,2,2,1032,2,0,0.0,0.001937984496124031,0.0,27.906976744186046,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,0,125.83853107344632,0.7159553672316384,1032,0,1.0
2026-02-12,Line C,Shift 3,22,3,7,2,0,3,2,863,5,0,0.0,0.005793742757821553,0.1590625,33.371958285052145,0.9660954545454546,0.7738732954545454,0.9695846590909091,4581,1,125.31721590909092,0.7257812499999999,863,0,0.8409
2026-02-11,Line C,Shift 1,6,2,7,2,0,1,2,701,2,0,0.0,0.0028530670470756064,0.0,41.08416547788873,0.9734926553672316,0.6269056497175142,0.9553672316384181,0,0,97.6635593220339,0.5813502824858757,701,0,0.4527
2026-02-11,Line C,Shift 2,14,2,7,2,0,2,2,832,6,0,0.0,0.007211538461538462,0.0,34.61538461538461,0.9717162921348315,0.6548410112359551,0.9551494382022473,0,0,97.9258988764045,0.6051241573033708,832,0,0.5012
2026-02-12,Line C,Shift 3,22,3,7,2,0,3,2,694,6,0,0.0,0.008645533141210375,0.09420138888888889,41.4985590778098,0.9691514450867051,0.6074329479768786,0.9537063583815029,2713,1,98.41479768786127,0.5575803468208093,694,0,0.9058
2026-02-11,Line C,Shift 1,6,2,7,2,0,1,2,935,5,0,0.0,0.0053475935828877,0.2046875,30.802139037433154,0.9558448863636364,0.7807528409090909,0.9775556818181819,5895,1,130.69335227272725,0.7297176136363636,935,0,0.6217
2026-02-11,Line C,Shift 2,14,2,7,2,0,2,2,933,5,0,0.0,0.0053590568060021436,0.15708333333333332,30.868167202572348,0.959408,0.7887599999999999,0.9514285714285714,4524,1,129.8790857142857,0.7162628571428572,933,0,0.5974
2026-02-12,Line C,Shift 3,22,3,7,2,0,3,2,991,2,1,0.0010090817356205853,0.0020181634712411706,0.38166666666666665,29.061553985872855,0.9592327485380117,0.7542111111111112,0.9711321637426901,10992,3,130.86356725146197,0.7041649122807018,991,1,0.412
2026-02-11,Line D,Shift 1,6,2,7,2,0,1,3,710,2,0,0.0,0.0028169014084507044,0.0,40.563380281690144,0.97625197740113,0.6071683615819209,0.9534841807909605,0,0,88.73045197740113,0.5665514124293786,710,0,0.3513
2026-02-11,Line D,Shift 2,14,2,7,2,0,2,3,751,4,0,0.0,0.005326231691078562,0.0,38.348868175765645,0.9750948863636364,0.5983465909090909,0.9623090909090909,0,0,90.01670454545454,0.5577159090909091,751,0,0.3283
