recorded_hour,day_of_week,week_of_year,is_weekend,line_encoded,total_pass,pass_rate,downtime_rate,availability,performance,quality,downtime_count,total_output
6,5,12,1,0,6.0,0.005958291956305859,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,1007.0
14,5,12,1,0,6.0,0.005714285714285714,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,1050.0
22,6,12,1,0,6.0,0.006256517205422315,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,959.0
14,5,12,1,0,4.0,0.005134788189987163,0.027013888582587242,0.9595845714285716,0.6536731428571428,0.9767611428571428,1,779.0
22,6,12,1,0,2.0,0.0028011204481792717,0.0,0.960858757062147,0.6334305084745763,0.9482943502824858,0,714.0
6,5,12,1,0,3.0,0.002973240832507433,0.007430555764585733,0.9711568965517242,0.7715344827586208,0.9542132183908044,1,1009.0
22,6,12,1,0,3.0,0.00303951367781155,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,987.0
6,5,12,1,1,4.0,0.004333694474539545,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,923.0
14,5,12,1,1,6.0,0.008108108108108109,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,740.0
22,6,12,1,1,4.0,0.0047789725209080045,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,837.0
6,5,12,1,1,2.0,0.002642007926023778,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,757.0
14,5,12,1,1,2.0,0.0028694404591104736,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,697.0
22,6,12,1,1,3.0,0.003989361702127659,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,752.0
6,5,12,1,1,4.0,0.004,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,1000.0
14,5,12,1,1,5.0,0.004761904761904762,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,1050.0
22,6,12,1,1,5.0,0.004940711462450593,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,1012.0
6,5,12,1,2,3.0,0.002857142857142857,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,1050.0
14,5,12,1,2,2.0,0.0020512820512820513,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,975.0
22,6,12,1,2,6.0,0.005714285714285714,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,1050.0
6,5,12,1,2,3.0,0.003500583430571762,0.02118055522441864,0.9734926553672316,0.6269056497175142,0.955367231638418,1,857.0
14,5,12,1,2,2.0,0.0025252525252525255,0.02743055485188961,0.9717162921348316,0.6548410112359551,0.9551494382022472,1,792.0
22,6,12,1,2,1.0,0.0012738853503184713,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,785.0
6,5,12,1,2,5.0,0.005030181086519115,0.0,0.9558448863636364,0.7807528409090909,0.977555681818182,0,994.0
14,5,12,1,2,4.0,0.003933136676499509,0.0,0.959408,0.7887599999999999,0.9514285714285714,0,1017.0
22,6,12,1,2,1.0,0.0009523809523809524,0.0,0.9592327485380115,0.7542111111111112,0.97113216374269,0,1050.0
6,5,12,1,3,3.0,0.004297994269340974,0.10709635447710752,0.97625197740113,0.6071683615819209,0.9534841807909604,1,698.0
14,5,12,1,3,4.0,0.006462035541195477,0.10709635447710752,0.9750948863636364,0.5983465909090909,0.9623090909090908,1,619.0
22,6,12,1,3,2.0,0.0026666666666666666,0.0,0.9761469273743016,0.5908648044692737,0.9510592178770948,0,750.0
6,5,12,1,3,5.0,0.004761904761904762,0.0,0.9577932203389832,0.7727412429378532,0.9548954802259888,0,1050.0
14,5,12,1,3,3.0,0.0036275695284159614,0.0,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,827.0
22,6,12,1,3,4.0,0.004576659038901602,0.0,0.9582296511627908,0.8025308139534885,0.9455558139534884,0,874.0
6,5,12,1,3,5.0,0.005636978579481398,0.0,0.970548275862069,0.7340936781609195,0.969635632183908,0,887.0
14,5,12,1,3,3.0,0.0029615004935834156,0.0,0.9679265536723164,0.677564406779661,0.9646892655367232,0,1013.0
22,6,12,1,3,4.0,0.004597701149425287,0.032430555671453476,0.9663485875706216,0.7424570621468926,0.9622666666666668,1,870.0
6,6,12,1,0,6.0,0.0057859209257473485,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,1037.0
14,6,12,1,0,4.0,0.004106776180698152,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,974.0
22,0,13,0,0,3.0,0.0032858707557502738,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,913.0
6,6,12,1,0,4.0,0.0047789725209080045,0.0,0.9579948863636364,0.6420017045454546,0.9496204545454544,0,837.0
14,6,12,1,0,6.0,0.008534850640113799,0.0,0.9595845714285716,0.6536731428571428,0.9767611428571428,0,703.0
22,0,13,0,0,5.0,0.00741839762611276,0.10709635447710752,0.960858757062147,0.6334305084745763,0.9482943502824858,1,674.0
6,6,12,1,0,4.0,0.0040609137055837565,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,985.0
14,6,12,1,0,6.0,0.005714285714285714,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,1050.0
22,0,13,0,0,4.0,0.004052684903748734,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,987.0
6,6,12,1,1,6.0,0.006437768240343348,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,932.0
14,6,12,1,1,2.0,0.002386634844868735,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,838.0
22,0,13,0,1,2.0,0.002242152466367713,0.058888889849185944,0.9707780898876404,0.6486887640449438,0.9695876404494382,1,892.0
14,6,12,1,1,2.0,0.0024906600249066002,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,803.0
22,0,13,0,1,3.0,0.004392386530014641,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,683.0
14,6,12,1,1,2.0,0.0019047619047619048,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,1050.0
22,0,13,0,1,4.0,0.0038095238095238095,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,1050.0
6,6,12,1,2,2.0,0.0019047619047619048,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,1050.0
14,6,12,1,2,6.0,0.006389776357827476,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,939.0
22,0,13,0,2,2.0,0.0020833333333333333,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,960.0
6,6,12,1,2,3.0,0.004392386530014641,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,683.0
14,6,12,1,2,3.0,0.004103967168262654,0.0,0.9717162921348316,0.6548410112359551,0.9551494382022472,0,731.0
22,0,13,0,2,5.0,0.0070126227208976155,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,713.0
6,6,12,1,2,3.0,0.0031779661016949155,0.0,0.9558448863636364,0.7807528409090909,0.977555681818182,0,944.0
14,6,12,1,2,3.0,0.0035169988276670576,0.0,0.959408,0.7887599999999999,0.9514285714285714,0,853.0
6,6,12,1,3,6.0,0.008955223880597015,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,670.0
14,6,12,1,3,2.0,0.002680965147453083,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,746.0
22,0,13,0,3,4.0,0.005434782608695652,0.0,0.9761469273743016,0.5908648044692737,0.9510592178770948,0,736.0
6,6,12,1,3,6.0,0.006528835690968444,0.0,0.9577932203389832,0.7727412429378532,0.9548954802259888,0,919.0
14,6,12,1,3,3.0,0.0031847133757961785,0.0,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,942.0
22,0,13,0,3,5.0,0.00501002004008016,0.0,0.9582296511627908,0.8025308139534885,0.9455558139534884,0,998.0
6,6,12,1,3,4.0,0.004419889502762431,0.01788194477558136,0.970548275862069,0.7340936781609195,0.969635632183908,1,905.0
14,6,12,1,3,4.0,0.003964321110009911,0.020347222685813904,0.9679265536723164,0.677564406779661,0.9646892655367232,1,1009.0
22,0,13,0,3,5.0,0.006218905472636816,0.0,0.9663485875706216,0.7424570621468926,0.9622666666666668,0,804.0
6,0,13,0,0,2.0,0.0020325203252032522,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,984.0
14,0,13,0,0,2.0,0.001943634596695821,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,1029.0
22,1,13,0,0,8.0,0.008121827411167513,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,985.0
6,0,13,0,0,5.0,0.006868131868131868,0.10709635447710752,0.9579948863636364,0.6420017045454546,0.9496204545454544,1,728.0
14,0,13,0,0,4.0,0.005242463958060288,0.10709635447710752,0.9595845714285716,0.6536731428571428,0.9767611428571428,1,763.0
22,1,13,0,0,2.0,0.002355712603062426,0.0,0.960858757062147,0.6334305084745763,0.9482943502824858,0,849.0
6,0,13,0,0,5.0,0.0056753688989784334,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,881.0
14,0,13,0,0,2.0,0.0022172949002217295,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,902.0
22,1,13,0,0,3.0,0.0034482758620689655,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,870.0
6,0,13,0,1,2.0,0.002911208151382824,0.05354166775941849,0.9694767045454546,0.7222562499999999,0.9522732954545454,1,687.0
14,0,13,0,1,4.0,0.004790419161676647,0.03888889029622078,0.970316384180791,0.7160909604519774,0.958379661016949,1,835.0
22,1,13,0,1,7.0,0.007909604519774011,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,885.0
6,0,13,0,1,6.0,0.00927357032457496,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,647.0
14,0,13,0,1,2.0,0.0031397174254317113,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,637.0
22,1,13,0,1,2.0,0.0035026269702276708,0.04114583507180214,0.9596569832402236,0.6435245810055866,0.9638513966480448,1,571.0
6,0,13,0,1,2.0,0.0020304568527918783,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,985.0
14,0,13,0,1,6.0,0.005714285714285714,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,1050.0
22,1,13,0,1,3.0,0.0031678986272439284,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,947.0
6,0,13,0,2,2.0,0.0020161290322580645,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,992.0
14,0,13,0,2,2.0,0.0019047619047619048,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,1050.0
22,1,13,0,2,0.0,0.0,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,1050.0
6,0,13,0,2,6.0,0.0071174377224199285,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,843.0
14,0,13,0,2,5.0,0.006157635467980296,0.0,0.9717162921348316,0.6548410112359551,0.9551494382022472,0,812.0
22,1,13,0,2,4.0,0.005108556832694764,0.06652777642011642,0.9691514450867053,0.6074329479768786,0.9537063583815028,1,783.0
6,0,13,0,2,4.0,0.004081632653061225,0.0,0.9558448863636364,0.7807528409090909,0.977555681818182,0,980.0
14,0,13,0,2,2.0,0.0022271714922048997,0.0,0.959408,0.7887599999999999,0.9514285714285714,0,898.0
22,1,13,0,2,3.0,0.003278688524590164,0.09913194179534912,0.9592327485380115,0.7542111111111112,0.97113216374269,1,915.0
6,0,13,0,3,3.0,0.005747126436781609,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,522.0
14,0,13,0,3,5.0,0.006402048655569782,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,781.0
22,1,13,0,3,4.0,0.0049504950495049506,0.0,0.9761469273743016,0.5908648044692737,0.9510592178770948,0,808.0
6,0,13,0,3,2.0,0.0019047619047619048,0.0,0.9577932203389832,0.7727412429378532,0.9548954802259888,0,1050.0
14,0,13,0,3,5.0,0.005045408678102927,0.0,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,991.0
22,1,13,0,3,3.0,0.002857142857142857,0.0,0.9582296511627908,0.8025308139534885,0.9455558139534884,0,1050.0
6,0,13,0,3,6.0,0.008522727272727272,0.0,0.970548275862069,0.7340936781609195,0.969635632183908,0,704.0
14,0,13,0,3,5.0,0.005714285714285714,0.0,0.9679265536723164,0.677564406779661,0.9646892655367232,0,875.0
22,1,13,0,3,3.0,0.0031282586027111575,0.10709635447710752,0.9663485875706216,0.7424570621468926,0.9622666666666668,1,959.0
6,1,13,0,0,3.0,0.0029615004935834156,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,1013.0
14,1,13,0,0,4.0,0.004343105320304018,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,921.0
22,2,13,0,0,3.0,0.0032537960954446853,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,922.0
6,1,13,0,0,6.0,0.007822685788787484,0.0,0.9579948863636364,0.6420017045454546,0.9496204545454544,0,767.0
14,1,13,0,0,4.0,0.005063291139240506,0.0,0.9595845714285716,0.6536731428571428,0.9767611428571428,0,790.0
22,2,13,0,0,7.0,0.00819672131147541,0.0,0.960858757062147,0.6334305084745763,0.9482943502824858,0,854.0
6,1,13,0,0,6.0,0.006896551724137931,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,870.0
14,1,13,0,0,5.0,0.005302226935312832,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,943.0
22,2,13,0,0,3.0,0.003080082135523614,0.10709635447710752,0.9699949438202248,0.7404140449438202,0.9610904494382022,1,974.0
6,1,13,0,1,6.0,0.007832898172323759,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,766.0
14,1,13,0,1,1.0,0.001002004008016032,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,998.0
22,2,13,0,1,4.0,0.0042643923240938165,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,938.0
6,1,13,0,1,3.0,0.0036900369003690036,0.06930555403232574,0.9605514124293784,0.6269536723163842,0.9538604519774012,1,813.0
14,1,13,0,1,4.0,0.005188067444876783,0.08868055790662766,0.961474431818182,0.6564625000000001,0.9428977272727272,1,771.0
22,2,13,0,1,4.0,0.004576659038901602,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,874.0
6,1,13,0,1,2.0,0.0019880715705765406,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,1006.0
14,1,13,0,1,3.0,0.00340522133938706,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,881.0
22,2,13,0,1,3.0,0.0032858707557502738,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,913.0
6,1,13,0,2,4.0,0.004048582995951417,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,988.0
14,1,13,0,2,4.0,0.004044489383215369,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,989.0
22,2,13,0,2,4.0,0.005069708491761723,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,789.0
6,1,13,0,2,3.0,0.004155124653739612,0.06350694596767426,0.9734926553672316,0.6269056497175142,0.955367231638418,1,722.0
14,1,13,0,2,4.0,0.0053404539385847796,0.0668402761220932,0.9717162921348316,0.6548410112359551,0.9551494382022472,1,749.0
22,2,13,0,2,3.0,0.00425531914893617,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,705.0
6,1,13,0,2,2.0,0.002403846153846154,0.10709635447710752,0.9558448863636364,0.7807528409090909,0.977555681818182,1,832.0
14,1,13,0,2,5.0,0.004761904761904762,0.10709635447710752,0.959408,0.7887599999999999,0.9514285714285714,1,1050.0
22,2,13,0,2,2.0,0.001953125,0.10709635447710752,0.9592327485380115,0.7542111111111112,0.97113216374269,1,1024.0
6,1,13,0,3,4.0,0.005319148936170213,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,752.0
14,1,13,0,3,4.0,0.006633499170812604,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,603.0
22,2,13,0,3,2.0,0.004228329809725159,0.0,0.9761469273743016,0.5908648044692737,0.9510592178770948,0,473.0
6,1,13,0,3,2.0,0.0020304568527918783,0.0,0.9577932203389832,0.7727412429378532,0.9548954802259888,0,985.0
14,1,13,0,3,4.0,0.004119464469618949,0.0,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,971.0
22,2,13,0,3,3.0,0.003051881993896236,0.04319444298744202,0.9582296511627908,0.8025308139534885,0.9455558139534884,1,983.0
6,1,13,0,3,4.0,0.004232804232804233,0.10709635447710752,0.970548275862069,0.7340936781609195,0.969635632183908,1,945.0
14,1,13,0,3,4.0,0.004761904761904762,0.10709635447710752,0.9679265536723164,0.677564406779661,0.9646892655367232,1,840.0
22,2,13,0,3,7.0,0.006666666666666667,0.0,0.9663485875706216,0.7424570621468926,0.9622666666666668,0,1050.0
6,2,13,0,0,4.0,0.0038095238095238095,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,1050.0
14,2,13,0,0,6.0,0.005714285714285714,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,1050.0
22,3,13,0,0,2.0,0.0019047619047619048,0.10709635447710752,0.9726114285714286,0.7704497142857143,0.9543937142857144,1,1050.0
6,2,13,0,0,2.0,0.0026490066225165563,0.0,0.9579948863636364,0.6420017045454546,0.9496204545454544,0,755.0
14,2,13,0,0,4.0,0.004362050163576881,0.0,0.9595845714285716,0.6536731428571428,0.9767611428571428,0,917.0
22,3,13,0,0,3.0,0.0035587188612099642,0.0,0.960858757062147,0.6334305084745763,0.9482943502824858,0,843.0
6,2,13,0,0,6.0,0.00646551724137931,0.07326389104127884,0.9711568965517242,0.7715344827586208,0.9542132183908044,1,928.0
14,2,13,0,0,3.0,0.0033632286995515697,0.10709635447710752,0.9698011363636364,0.75509375,0.9680863636363636,1,892.0
22,3,13,0,0,4.0,0.003980099502487562,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,1005.0
6,2,13,0,1,1.0,0.0011947431302270011,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,837.0
14,2,13,0,1,4.0,0.0041279669762641896,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,969.0
22,3,13,0,1,6.0,0.007518796992481203,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,798.0
6,2,13,0,1,3.0,0.003500583430571762,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,857.0
14,2,13,0,1,4.0,0.005822416302765648,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,687.0
22,3,13,0,1,4.0,0.005148005148005148,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,777.0
6,2,13,0,1,5.0,0.0053533190578158455,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,934.0
14,2,13,0,1,3.0,0.0035885167464114833,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,836.0
22,3,13,0,1,2.0,0.0022650056625141564,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,883.0
6,2,13,0,2,4.0,0.0038095238095238095,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,1050.0
14,2,13,0,2,3.0,0.002857142857142857,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,1050.0
22,3,13,0,2,3.0,0.002944062806673209,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,1019.0
6,2,13,0,2,2.0,0.0023612750885478157,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,847.0
14,2,13,0,2,2.0,0.002457002457002457,0.0,0.9717162921348316,0.6548410112359551,0.9551494382022472,0,814.0
22,3,13,0,2,2.0,0.0033003300330033004,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,606.0
6,2,13,0,2,4.0,0.0038095238095238095,0.09680555760860443,0.9558448863636364,0.7807528409090909,0.977555681818182,1,1050.0
14,2,13,0,2,6.0,0.005714285714285714,0.10709635447710752,0.959408,0.7887599999999999,0.9514285714285714,1,1050.0
22,3,13,0,2,4.0,0.0041841004184100415,0.05111110955476761,0.9592327485380115,0.7542111111111112,0.97113216374269,1,956.0
6,2,13,0,3,5.0,0.006963788300835654,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,718.0
14,2,13,0,3,2.0,0.00291970802919708,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,685.0
22,3,13,0,3,5.0,0.00641025641025641,0.0,0.9761469273743016,0.5908648044692737,0.9510592178770948,0,780.0
6,2,13,0,3,5.0,0.0051813471502590676,0.0546875,0.9577932203389832,0.7727412429378532,0.9548954802259888,1,965.0
14,2,13,0,3,6.0,0.006756756756756757,0.03322916850447655,0.9601118644067796,0.7691152542372881,0.9529186440677966,1,888.0
22,3,13,0,3,2.0,0.001951219512195122,0.08968749642372131,0.9582296511627908,0.8025308139534885,0.9455558139534884,2,1025.0
6,2,13,0,3,5.0,0.0053475935828877,0.0,0.970548275862069,0.7340936781609195,0.969635632183908,0,935.0
14,2,13,0,3,6.0,0.007832898172323759,0.0,0.9679265536723164,0.677564406779661,0.9646892655367232,0,766.0
22,3,13,0,3,3.0,0.0037926675094816687,0.032430555671453476,0.9663485875706216,0.7424570621468926,0.9622666666666668,1,791.0
6,3,13,0,0,5.0,0.005208333333333333,0.10709635447710752,0.9714869318181818,0.7811892045454545,0.9603221590909092,1,960.0
14,3,13,0,0,3.0,0.0033259423503325942,0.10709635447710752,0.9732103448275864,0.7720936781609196,0.9673367816091952,1,902.0
22,4,13,0,0,4.0,0.0038095238095238095,0.1015625,0.9726114285714286,0.7704497142857143,0.9543937142857144,1,1050.0
6,3,13,0,0,6.0,0.006825938566552901,0.0,0.9579948863636364,0.6420017045454546,0.9496204545454544,0,879.0
14,3,13,0,0,4.0,0.004694835680751174,0.0,0.9595845714285716,0.6536731428571428,0.9767611428571428,0,852.0
22,4,13,0,0,3.0,0.0036231884057971015,0.09298611432313919,0.960858757062147,0.6334305084745763,0.9482943502824858,2,828.0
6,3,13,0,0,5.0,0.004955401387512388,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,1009.0
14,3,13,0,0,2.0,0.0020242914979757085,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,988.0
22,4,13,0,0,5.0,0.004849660523763337,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,1031.0
6,3,13,0,1,5.0,0.005931198102016607,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,843.0
14,3,13,0,1,3.0,0.003861003861003861,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,777.0
22,4,13,0,1,5.0,0.00620347394540943,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,806.0
6,3,13,0,1,1.0,0.0015408320493066256,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,649.0
14,3,13,0,1,2.0,0.0026845637583892616,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,745.0
22,4,13,0,1,4.0,0.006191950464396285,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,646.0
6,3,13,0,1,4.0,0.004052684903748734,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,987.0
14,3,13,0,1,6.0,0.005714285714285714,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,1050.0
22,4,13,0,1,7.0,0.00865265760197775,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,809.0
6,3,13,0,2,3.0,0.0030706243602865915,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,977.0
14,3,13,0,2,3.0,0.0031413612565445027,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,955.0
22,4,13,0,2,4.0,0.004296455424274973,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,931.0
6,3,13,0,2,3.0,0.004273504273504274,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,702.0
14,3,13,0,2,2.0,0.0025806451612903226,0.0,0.9717162921348316,0.6548410112359551,0.9551494382022472,0,775.0
22,4,13,0,2,5.0,0.007062146892655367,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,708.0
6,3,13,0,2,6.0,0.005842259006815969,0.041701387614011765,0.9558448863636364,0.7807528409090909,0.977555681818182,1,1027.0
14,3,13,0,2,3.0,0.0033482142857142855,0.024027777835726738,0.959408,0.7887599999999999,0.9514285714285714,1,896.0
22,4,13,0,2,6.0,0.007802340702210663,0.07319444417953491,0.9592327485380115,0.7542111111111112,0.97113216374269,1,769.0
6,3,13,0,3,3.0,0.0038510911424903724,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,779.0
14,3,13,0,3,5.0,0.006666666666666667,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,750.0
22,4,13,0,3,5.0,0.007974481658692184,0.06753472238779068,0.9761469273743016,0.5908648044692737,0.9510592178770948,1,627.0
6,3,13,0,3,4.0,0.0038095238095238095,0.09579861164093018,0.9577932203389832,0.7727412429378532,0.9548954802259888,2,1050.0
14,3,13,0,3,5.0,0.004761904761904762,0.09486111253499985,0.9601118644067796,0.7691152542372881,0.9529186440677966,2,1050.0
22,4,13,0,3,2.0,0.0022371364653243847,0.10709635447710752,0.9582296511627908,0.8025308139534885,0.9455558139534884,1,894.0
6,3,13,0,3,5.0,0.006218905472636816,0.05322916805744171,0.970548275862069,0.7340936781609195,0.969635632183908,1,804.0
14,3,13,0,3,5.0,0.006180469715698393,0.08565972000360489,0.9679265536723164,0.677564406779661,0.9646892655367232,1,809.0
22,4,13,0,3,5.0,0.0068212824010914054,0.10709635447710752,0.9663485875706216,0.7424570621468926,0.9622666666666668,2,733.0
6,4,13,0,0,4.0,0.003988035892323031,0.07934027910232544,0.9714869318181818,0.7811892045454545,0.9603221590909092,1,1003.0
14,4,13,0,0,3.0,0.003264417845484222,0.10709635447710752,0.9732103448275864,0.7720936781609196,0.9673367816091952,1,919.0
22,5,13,1,0,5.0,0.004761904761904762,0.10709635447710752,0.9726114285714286,0.7704497142857143,0.9543937142857144,1,1050.0
6,4,13,0,0,4.0,0.005305039787798408,0.05763888731598854,0.9579948863636364,0.6420017045454546,0.9496204545454544,2,754.0
14,4,13,0,0,2.0,0.002207505518763797,0.07857638597488403,0.9595845714285716,0.6536731428571428,0.9767611428571428,2,906.0
22,5,13,1,0,2.0,0.002824858757062147,0.0,0.960858757062147,0.6334305084745763,0.9482943502824858,0,708.0
6,4,13,0,0,4.0,0.0045662100456621,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,876.0
14,4,13,0,0,3.0,0.0036407766990291263,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,824.0
22,5,13,1,0,2.0,0.0024242424242424242,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,825.0
6,4,13,0,1,5.0,0.005841121495327103,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,856.0
14,4,13,0,1,3.0,0.003464203233256351,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,866.0
22,5,13,1,1,4.0,0.004301075268817204,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,930.0
6,4,13,0,1,5.0,0.006675567423230975,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,749.0
14,4,13,0,1,3.0,0.0033821871476888386,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,887.0
22,5,13,1,1,5.0,0.008025682182985553,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,623.0
6,4,13,0,1,2.0,0.0021436227224008574,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,933.0
14,4,13,0,1,5.0,0.0057405281285878304,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,871.0
