total_output,avg_cycle_time_sec,throughput_units_per_hour,shift_total_pass,operating_seconds,oee,availability,performance,quality,total_produced,total_pass,total_reject,defect_rate,cum_running_hours,days_since_last_maintenance,corrective_wo_last_7d,preventive_wo_last_30d,hours_to_next_failure_event,hour_of_day,day_of_week,week_of_year,month,is_weekend,is_night_shift,machine_encoded,line_encoded,failure_binary,risk_level_encoded
981,24.01,122.62,5,28800.0,0.8001,1.0,0.8001,1.0,5.0,5.0,0.0,0.0,3949.74,7.82,0,2,212.43,10,5,29,7,1,0,6,3,0,0
714,10.32,89.25,5,28800.0,0.2417,1.0,0.2417,1.0,5.0,5.0,0.0,0.0,3949.74,8.3,0,2,200.91,21,5,29,7,1,0,6,3,0,0
654,25.96,81.75,2,28800.0,0.4367,1.0,0.4367,1.0,2.0,1.0,0.0,0.0,3949.74,8.56,0,2,194.66,3,6,29,7,1,1,6,3,0,0
831,35.96,103.88,6,28800.0,0.7987,1.0,0.7987,1.0,6.0,6.0,0.0,0.0,3949.74,9.08,0,2,182.14,16,6,29,7,1,0,6,3,0,0
818,30.11,102.25,1,28800.0,0.3912,1.0,0.7825,1.0,2.0,1.0,0.0,0.0,3949.74,9.33,0,2,176.36,22,6,29,7,1,1,6,3,0,0
614,33.04,76.75,4,28800.0,0.7001,1.0,0.7001,1.0,4.0,4.0,0.0,0.0,3949.74,9.74,0,2,166.36,8,0,30,7,0,0,6,3,0,0
839,9.54,104.88,4,28800.0,0.2441,1.0,0.2441,1.0,4.0,4.0,0.0,0.0,3949.74,10.28,0,2,153.39,21,0,30,7,0,0,6,3,0,0
922,15.24,115.25,3,28800.0,0.3851,1.0,0.3851,1.0,3.0,3.0,0.0,0.0,3949.74,10.87,0,2,139.18,11,1,30,7,0,0,6,3,0,0
960,19.64,120.0,5,28800.0,0.613,1.0,0.613,1.0,5.0,5.0,0.0,0.0,3949.74,11.11,0,2,133.46,17,1,30,7,0,0,6,3,0,0
888,25.93,111.0,4,28800.0,0.6685,1.0,0.6685,1.0,1.0,1.0,0.0,0.0,3949.74,11.46,1,2,125.13,1,2,30,7,0,1,6,3,0,0
948,34.01,128.1,3,26641.0,0.925,0.925,1.0,1.0,3.0,3.0,0.0,0.0,4010.03,11.72,1,2,118.81,7,2,30,7,0,0,6,3,0,0
918,28.34,122.02,4,27083.0,0.6914,0.9404,0.7352,1.0,4.0,4.0,0.0,0.0,4010.03,12.19,1,2,107.66,18,2,30,7,0,0,6,3,0,0
813,47.25,107.71,1,27174.0,0.9435,0.9435,1.0,1.0,3.0,3.0,0.0,0.0,4010.03,12.6,1,2,97.68,4,3,30,7,0,1,6,3,0,0
873,39.6,109.12,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,4010.03,12.91,1,2,90.39,12,3,30,7,0,0,6,3,0,0
847,33.46,105.88,6,28800.0,0.8005,1.0,0.8005,1.0,6.0,6.0,0.0,0.0,4010.03,12.99,1,2,88.38,14,3,30,7,0,0,6,3,0,0
788,40.13,98.5,3,28800.0,0.9883,1.0,0.9883,1.0,3.0,2.0,0.0,0.0,4010.03,13.49,1,2,76.46,2,4,30,7,0,1,6,3,0,0
944,31.19,126.41,6,26885.0,0.9335,0.9335,1.0,1.0,6.0,6.0,0.0,0.0,4010.03,13.86,1,2,67.53,10,4,30,7,0,0,6,3,0,0
913,44.69,118.77,2,27673.0,0.9609,0.9609,1.0,1.0,2.0,2.0,0.0,0.0,4072.67,14.15,2,2,60.66,17,4,30,7,0,0,6,3,0,0
926,43.1,119.5,2,27897.0,0.6458,0.9686,1.0,1.0,4.0,4.0,0.0,0.0,4072.67,14.64,2,2,48.74,5,5,30,7,1,1,6,3,0,0
804,16.12,100.5,5,28800.0,0.4188,1.0,0.4188,1.0,5.0,5.0,0.0,0.0,4072.67,14.68,2,2,47.78,6,5,30,7,1,0,6,3,0,0
686,26.17,85.75,3,28800.0,0.6143,1.0,0.6143,1.0,3.0,3.0,0.0,0.0,4072.67,15.24,2,2,34.34,20,5,30,7,1,0,6,3,0,0
751,14.25,93.88,4,28800.0,0.363,1.0,0.363,1.0,3.0,3.0,0.0,0.0,4072.67,15.43,2,2,29.93,0,6,30,7,1,1,6,3,0,0
827,37.45,103.38,3,28800.0,0.9749,1.0,0.9749,1.0,3.0,3.0,0.0,0.0,4072.67,15.69,2,2,23.59,6,6,30,7,1,0,6,3,1,2
943,16.91,117.88,4,28800.0,0.4175,1.0,0.4175,1.0,4.0,4.0,0.0,0.0,4072.67,16.2,2,2,11.44,19,6,30,7,1,0,6,3,1,2
845,30.86,105.62,3,28800.0,0.7115,1.0,0.7115,1.0,4.0,4.0,0.0,0.0,4072.67,16.46,2,2,5.14,1,0,31,7,0,1,6,3,1,2
799,44.3,102.44,6,28078.0,0.9749,0.9749,1.0,1.0,6.0,6.0,0.0,0.0,4120.12,16.78,3,2,45.95,8,0,31,7,0,0,6,3,0,0
916,19.81,120.97,5,27259.0,0.541,0.9465,0.5716,1.0,5.0,5.0,0.0,0.0,4120.12,17.25,3,2,34.55,20,0,31,7,0,0,6,3,0,0
942,22.09,117.75,6,28800.0,0.613,1.0,0.613,1.0,6.0,6.0,0.0,0.0,4120.12,17.9,3,2,19.11,11,1,31,7,0,0,6,3,1,1
923,11.12,115.38,4,28800.0,0.2666,1.0,0.2666,1.0,4.0,4.0,0.0,0.0,4120.12,17.99,3,2,16.93,14,1,31,7,0,0,6,3,1,1
870,23.28,108.75,2,28800.0,0.6616,1.0,0.6616,1.0,3.0,3.0,0.0,0.0,4120.12,18.49,2,2,4.96,1,2,31,7,0,1,6,3,1,1
870,16.76,118.66,4,26394.0,0.4869,0.9165,0.5313,1.0,4.0,4.0,0.0,0.0,4183.54,18.81,3,2,,9,2,31,7,0,0,6,3,0,0
852,41.53,113.89,2,26931.0,0.9351,0.9351,1.0,1.0,2.0,2.0,0.0,0.0,4183.54,19.23,3,2,,19,2,31,7,0,0,6,3,0,0
892,22.97,116.18,3,27640.0,0.6776,0.9597,0.7061,1.0,5.0,4.0,0.0,0.0,4183.54,19.45,3,2,,1,3,31,7,0,1,6,3,0,0
1050,27.81,131.25,6,28800.0,0.8455,1.0,0.8455,1.0,6.0,6.0,0.0,0.0,4183.54,19.75,3,2,,8,3,31,7,0,0,6,3,0,0
655,35.28,81.88,2,28800.0,0.6912,1.0,0.6912,1.0,2.0,2.0,0.0,0.0,4183.54,20.23,3,2,,19,3,31,7,0,0,6,3,0,0
902,36.99,112.75,4,28800.0,0.8,1.0,1.0,1.0,6.0,6.0,0.0,0.0,4183.54,20.56,3,2,,3,4,31,7,0,1,6,3,0,0
888,17.95,111.0,2,28800.0,0.4388,1.0,0.4388,1.0,2.0,2.0,0.0,0.0,4183.54,20.96,3,2,,13,4,31,7,0,0,6,3,0,0
786,16.23,98.25,4,28800.0,0.3927,1.0,0.3927,1.0,4.0,4.0,0.0,0.0,4183.54,21.17,2,2,,18,4,31,7,0,0,6,3,0,0
1050,51.18,131.25,6,28800.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4183.54,21.64,2,2,,5,5,31,8,1,1,6,3,0,0
721,44.48,90.12,0,28800.0,0.9199,1.0,0.9428,1.0,0.0,0.0,0.0,0.0,4183.54,22.36,2,2,,22,5,31,8,1,1,6,3,0,0
977,28.68,122.12,4,28800.0,0.9658,1.0,0.9658,1.0,4.0,4.0,0.0,0.0,209.4,,0,0,273.59,7,6,5,2,1,0,0,1,0,0
768,25.49,96.0,3,28800.0,0.5387,1.0,0.5387,1.0,3.0,3.0,0.0,0.0,209.4,,0,0,260.0,21,6,5,2,1,0,0,1,0,0
711,49.17,88.88,2,28800.0,0.9221,1.0,0.9221,1.0,2.0,2.0,0.0,0.0,209.4,,0,0,245.74,11,0,6,2,0,0,0,1,0,0
832,17.44,104.0,2,28800.0,0.4536,1.0,0.4536,1.0,2.0,2.0,0.0,0.0,209.4,,0,0,240.99,16,0,6,2,0,0,0,1,0,0
586,17.37,73.25,5,28800.0,0.2404,1.0,0.2885,1.0,1.0,1.0,0.0,0.0,209.4,,0,0,231.75,1,1,6,2,0,1,0,1,0,0
890,42.3,111.25,3,28800.0,0.75,1.0,1.0,1.0,4.0,3.0,0.0,0.0,209.4,,0,0,219.6,13,1,6,2,0,0,0,1,0,0
958,27.27,119.75,5,28800.0,0.801,1.0,0.801,1.0,5.0,5.0,0.0,0.0,209.4,,0,0,212.75,20,1,6,2,0,0,0,1,0,0
943,48.07,117.88,1,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,209.4,,0,0,204.6,4,2,6,2,0,1,0,1,0,0
774,36.56,96.75,2,28800.0,0.803,1.0,0.803,1.0,2.0,2.0,0.0,0.0,209.4,,0,0,202.42,6,2,6,2,0,0,0,1,0,0
818,14.55,102.25,6,28800.0,0.3255,1.0,0.3255,1.0,6.0,6.0,0.0,0.0,209.4,,0,0,193.8,15,2,6,2,0,0,0,1,0,0
826,26.63,103.25,5,28800.0,0.7007,1.0,0.7007,1.0,3.0,3.0,0.0,0.0,209.4,,0,0,184.44,0,3,6,2,0,1,0,1,0,0
863,42.22,107.88,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,209.4,,0,0,175.19,10,3,6,2,0,0,0,1,0,0
924,25.16,115.5,4,28800.0,0.6202,1.0,0.6202,1.0,4.0,4.0,0.0,0.0,209.4,,0,0,166.72,18,3,6,2,0,0,0,1,0,0
887,11.39,110.88,3,28800.0,0.3185,1.0,0.3185,1.0,5.0,5.0,0.0,0.0,209.4,,0,0,157.72,3,4,6,2,0,1,0,1,0,0
955,26.48,119.38,4,28800.0,0.6762,1.0,0.8452,1.0,5.0,4.0,0.0,0.0,209.4,,0,0,148.72,12,4,6,2,0,0,0,1,0,0
758,41.39,94.75,6,28800.0,0.8404,1.0,0.8404,1.0,6.0,6.0,0.0,0.0,209.4,,0,0,143.32,17,4,6,2,0,0,0,1,0,0
759,42.64,94.88,5,28800.0,0.8607,1.0,0.8607,1.0,5.0,5.0,0.0,0.0,209.4,,0,0,137.49,23,4,6,2,0,1,0,1,0,0
884,37.83,110.5,5,28800.0,0.8333,1.0,1.0,1.0,6.0,5.0,0.0,0.0,209.4,,0,0,125.12,12,5,6,2,1,0,0,1,0,0
776,40.74,97.0,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,209.4,,0,0,113.7,23,5,6,2,1,1,0,1,0,0
835,32.3,104.38,2,28800.0,0.8405,1.0,0.8405,1.0,2.0,2.0,0.0,0.0,209.4,,0,0,97.0,16,6,6,2,1,0,0,1,0,0
670,32.62,83.75,4,28800.0,0.5888,1.0,0.5888,1.0,2.0,2.0,0.0,0.0,209.4,,0,0,88.59,0,0,7,2,0,1,0,1,0,0
807,36.75,110.15,3,26375.0,0.87,0.9158,0.95,1.0,3.0,3.0,0.0,0.0,209.4,,0,0,79.1,10,0,7,2,0,0,0,1,0,0
969,30.07,133.04,6,26220.0,0.8677,0.9104,0.9531,1.0,6.0,6.0,0.0,0.0,209.4,,0,0,72.52,16,0,7,2,0,0,0,1,0,0
840,42.72,112.17,2,26959.0,0.9361,0.9361,1.0,1.0,2.0,2.0,0.0,0.0,279.2,0.12,0,1,66.97,22,0,7,2,0,1,0,1,0,0
784,43.92,98.0,4,28800.0,0.9547,1.0,0.9547,1.0,4.0,4.0,0.0,0.0,279.2,0.67,0,1,53.62,11,1,7,2,0,0,0,1,0,0
884,14.95,110.5,5,28800.0,0.4162,1.0,0.4162,1.0,5.0,5.0,0.0,0.0,279.2,0.87,0,1,48.94,16,1,7,2,0,0,0,1,0,0
802,17.84,100.25,6,28800.0,0.4283,1.0,0.4283,1.0,2.0,2.0,0.0,0.0,279.2,1.38,0,1,36.6,4,2,7,2,0,1,0,1,0,0
689,13.64,86.12,3,28800.0,0.3077,1.0,0.3077,1.0,3.0,3.0,0.0,0.0,279.2,1.68,0,1,29.54,11,2,7,2,0,0,0,1,0,0
959,15.96,119.88,5,28800.0,0.4718,1.0,0.4718,1.0,5.0,5.0,0.0,0.0,279.2,2.05,0,1,20.6,20,2,7,2,0,0,0,1,1,1
796,48.97,99.5,2,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,279.2,2.39,0,1,12.42,4,3,7,2,0,1,0,1,1,1
770,39.19,122.03,6,25715.625,0.7887,0.8929374999999999,1.0,1.0,6.0,6.0,0.0,0.0,279.2,2.54,0,1,8.84,8,3,7,2,0,0,0,1,1,1
827,36.28,129.28,2,25715.625,0.7996,0.8929374999999999,1.0,1.0,2.0,2.0,0.0,0.0,279.2,2.8,0,1,2.7,14,3,7,2,0,0,0,1,1,1
916,33.29,135.04,4,25715.625,0.8479,0.8929374999999999,1.0,1.0,5.0,5.0,0.0,0.0,309.8,3.29,1,1,41.31,2,4,7,2,0,1,0,1,0,0
830,17.27,103.75,3,28800.0,0.4023,1.0,0.4023,1.0,3.0,3.0,0.0,0.0,309.8,3.58,1,1,34.35,9,4,7,2,0,0,0,1,0,0
846,15.6,105.75,6,28800.0,0.4092,1.0,0.4092,1.0,6.0,6.0,0.0,0.0,309.8,4.03,1,1,23.68,20,4,7,2,0,0,0,1,1,3
758,21.61,94.75,5,28800.0,0.4816,1.0,0.4816,1.0,3.0,3.0,0.0,0.0,309.8,4.27,1,1,17.86,1,5,7,2,1,1,0,1,1,3
752,40.75,108.37,5,25715.625,0.8552,0.8929374999999999,0.9859,1.0,5.0,5.0,0.0,0.0,324.08,0.16,1,2,10.46,9,5,7,2,1,0,0,1,1,3
710,26.56,102.05,3,25715.625,0.625,0.8929374999999999,0.7186,1.0,3.0,3.0,0.0,0.0,324.08,0.57,1,2,0.5,19,5,7,2,1,0,0,1,1,3
844,37.5,114.99,3,26423.0,0.9175,0.9175,1.0,1.0,6.0,5.0,0.0,0.0,370.7,0.92,1,2,129.76,3,6,7,2,1,1,0,1,0,0
844,28.13,105.5,4,28800.0,0.815,1.0,0.815,1.0,4.0,4.0,0.0,0.0,370.7,1.08,1,2,125.96,7,6,7,2,1,0,0,1,0,0
809,46.33,101.12,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,370.7,1.52,1,2,115.38,17,6,7,2,1,0,0,1,0,0
814,49.72,101.75,5,28800.0,0.8333,1.0,1.0,1.0,6.0,5.0,0.0,0.0,370.7,1.72,1,2,110.5,22,6,7,2,1,1,0,1,0,0
729,8.25,97.88,6,26812.0,0.2032,0.931,0.2183,1.0,6.0,6.0,0.0,0.0,370.7,2.28,1,2,97.06,12,0,8,2,0,0,0,1,0,0
935,42.19,125.4,4,26842.0,0.932,0.932,1.0,1.0,4.0,4.0,0.0,0.0,370.7,2.62,1,2,88.93,20,0,8,2,0,0,0,1,0,0
847,26.16,111.68,2,27303.0,0.5929,0.948,0.6254,1.0,3.0,3.0,0.0,0.0,457.8,2.78,2,2,85.01,0,1,8,2,0,1,0,1,0,0
766,13.84,95.75,2,28800.0,0.3678,1.0,0.3678,1.0,2.0,2.0,0.0,0.0,457.8,3.22,2,2,74.61,10,1,8,2,0,0,0,1,0,0
743,18.87,92.88,4,28800.0,0.3587,1.0,0.4484,1.0,5.0,4.0,0.0,0.0,457.8,3.68,2,2,63.61,21,1,8,2,0,0,0,1,0,0
744,31.93,93.0,3,28800.0,0.6608,1.0,0.6608,1.0,5.0,5.0,0.0,0.0,457.8,3.96,2,2,56.91,4,2,8,2,0,1,0,1,0,0
770,19.76,96.25,2,28800.0,0.4155,1.0,0.4155,1.0,2.0,2.0,0.0,0.0,457.8,4.27,2,2,49.3,12,2,8,2,0,0,0,1,0,0
1049,25.99,131.12,2,28800.0,0.927,1.0,0.927,1.0,2.0,2.0,0.0,0.0,457.8,4.63,2,2,40.63,20,2,8,2,0,0,0,1,0,0
696,40.93,87.0,5,28800.0,0.8589,1.0,0.8589,1.0,5.0,5.0,0.0,0.0,457.8,4.73,2,2,38.33,23,2,8,2,0,1,0,1,0,0
725,44.36,90.62,3,28800.0,0.9664,1.0,0.9664,1.0,3.0,3.0,0.0,0.0,457.8,5.04,2,2,30.93,6,3,8,2,0,0,0,1,0,0
714,12.03,89.25,5,28800.0,0.2273,1.0,0.2273,1.0,5.0,5.0,0.0,0.0,457.8,5.66,1,2,16.1,21,3,8,2,0,0,0,1,1,3
733,12.12,91.62,3,28800.0,0.2522,1.0,0.2522,1.0,6.0,6.0,0.0,0.0,457.8,5.88,1,2,10.76,2,4,8,2,0,1,0,1,1,3
768,14.06,107.76,3,25715.625,0.3002,0.8929374999999999,0.337,1.0,3.0,3.0,0.0,0.0,457.8,6.29,1,2,0.86,12,4,8,2,0,0,0,1,1,3
856,14.1,133.96,5,25715.625,0.3281,0.8929374999999999,0.4108,1.0,5.0,5.0,0.0,0.0,503.0,6.62,2,2,208.91,20,4,8,2,0,0,0,1,0,0
776,38.19,118.95,6,25715.625,0.8155,0.8929374999999999,1.0,1.0,6.0,6.0,0.0,0.0,503.0,6.71,2,2,206.61,22,4,8,2,0,1,0,1,0,0
1019,22.87,127.38,4,28800.0,0.6355,1.0,0.6355,1.0,4.0,4.0,0.0,0.0,503.0,7.32,2,2,192.16,13,5,8,2,1,0,0,1,0,0
842,42.09,105.25,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,503.0,7.36,2,2,191.11,14,5,8,2,1,0,0,1,0,0
822,48.06,102.75,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,503.0,7.72,2,2,182.56,22,5,8,2,1,1,0,1,0,0
855,41.41,110.52,2,27850.0,0.967,0.967,1.0,1.0,2.0,2.0,0.0,0.0,503.0,8.17,2,2,171.59,9,6,8,2,1,0,0,1,0,0
890,9.64,118.4,4,27060.0,0.2889,0.9396,0.3075,1.0,4.0,4.0,0.0,0.0,557.19,8.9,2,2,154.13,3,0,9,2,0,1,0,1,0,0
909,38.36,113.62,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,557.19,9.06,2,2,150.34,6,0,9,2,0,0,0,1,0,0
914,32.03,114.25,2,28800.0,0.7674,1.0,0.7674,1.0,2.0,2.0,0.0,0.0,557.19,9.51,2,2,139.39,17,0,9,2,0,0,0,1,0,0
739,12.79,92.38,4,28800.0,0.2694,1.0,0.2694,1.0,4.0,3.0,0.0,0.0,557.19,9.88,1,2,130.61,2,1,9,2,0,1,0,1,0,0
872,15.39,118.29,6,26539.0,0.4042,0.9215,0.4386,1.0,6.0,6.0,0.0,0.0,557.19,10.06,1,2,126.36,6,1,9,2,0,0,0,1,0,0
909,11.67,119.68,2,27342.0,0.2876,0.9494,0.3029,1.0,2.0,2.0,0.0,0.0,557.19,10.6,1,2,113.39,19,1,9,2,0,0,0,1,0,0
768,12.49,103.53,3,26706.0,0.2306,0.9273,0.3316,1.0,5.0,5.0,0.0,0.0,667.29,0.24,1,3,104.26,4,2,9,2,0,1,0,1,0,0
825,32.59,103.12,6,28800.0,0.9081,1.0,0.9081,1.0,6.0,6.0,0.0,0.0,667.29,0.33,1,3,102.28,6,2,9,2,0,0,0,1,0,0
942,15.46,117.75,3,28800.0,0.4975,1.0,0.4975,1.0,3.0,3.0,0.0,0.0,667.29,0.92,1,3,88.11,21,2,9,2,0,0,0,1,0,0
780,18.72,97.5,5,28800.0,0.4926,1.0,0.4926,1.0,4.0,4.0,0.0,0.0,667.29,1.13,1,3,82.96,2,3,9,2,0,1,0,1,0,0
995,31.85,124.38,5,28800.0,0.6846,1.0,0.8216,1.0,6.0,5.0,0.0,0.0,667.29,1.49,1,3,74.44,10,3,9,2,0,0,0,1,0,0
821,37.41,102.62,2,28800.0,0.9002,1.0,0.9002,1.0,2.0,2.0,0.0,0.0,667.29,1.75,1,3,68.18,17,3,9,2,0,0,0,1,0,0
932,11.62,116.5,4,28800.0,0.3725,1.0,0.3725,1.0,4.0,4.0,0.0,0.0,667.29,1.99,1,3,62.46,22,3,9,2,0,1,0,1,0,0
848,12.48,106.0,6,28800.0,0.2989,1.0,0.2989,1.0,6.0,6.0,0.0,0.0,667.29,2.43,1,3,51.83,9,4,9,2,0,0,0,1,0,0
837,33.45,104.62,6,28800.0,0.8408,1.0,0.8408,1.0,6.0,6.0,0.0,0.0,667.29,2.64,0,3,46.79,14,4,9,2,0,0,0,1,0,0
986,42.44,123.25,4,28800.0,1.0,1.0,1.0,1.0,7.0,7.0,0.0,0.0,667.29,3.14,0,3,34.83,2,5,9,2,1,1,0,1,0,0
812,35.35,101.5,6,28800.0,0.8219,1.0,0.8219,1.0,6.0,6.0,0.0,0.0,667.29,3.43,0,3,27.76,9,5,9,2,1,0,0,1,0,0
799,41.86,99.88,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,667.29,3.78,0,3,19.31,17,5,9,2,1,0,0,1,1,3
975,12.04,121.88,7,28800.0,0.3328,1.0,0.3328,1.0,2.0,1.0,0.0,0.0,667.29,4.13,0,3,10.99,2,6,9,3,1,1,0,1,1,3
850,29.27,129.05,3,25715.625,0.6175,0.8929374999999999,1.0,1.0,4.0,3.0,0.0,0.0,667.29,4.44,0,3,3.46,9,6,9,3,1,0,0,1,1,3
758,8.26,108.36,3,25715.625,0.2127,0.8929374999999999,0.2432,1.0,3.0,3.0,0.0,0.0,693.82,4.75,1,3,25.59,17,6,9,3,1,0,0,1,0,0
1008,34.03,135.3,1,26820.0,0.4657,0.9313,1.0,1.0,6.0,6.0,0.0,0.0,693.82,5.15,1,3,16.07,2,0,10,3,0,1,0,1,1,3
1028,21.96,132.18,2,27998.0,0.7671,0.9722,0.789,1.0,2.0,2.0,0.0,0.0,693.82,5.41,1,3,9.79,8,0,10,3,0,0,0,1,1,3
707,38.89,89.96,2,28292.0,0.8875,0.9824,0.9034,1.0,2.0,2.0,0.0,0.0,726.72,5.88,2,3,32.0,20,0,10,3,0,0,0,1,0,0
667,18.46,84.85,6,28298.0,0.3314,0.9826,0.3373,1.0,0.0,0.0,0.0,0.0,726.72,6.11,2,3,26.45,1,1,10,3,0,1,0,1,0,0
707,17.34,88.38,2,28800.0,0.3866,1.0,0.3866,1.0,2.0,2.0,0.0,0.0,726.72,6.59,2,3,15.08,13,1,10,3,0,0,0,1,1,2
841,15.19,105.12,2,28800.0,0.3676,1.0,0.3676,1.0,2.0,2.0,0.0,0.0,726.72,6.62,2,3,14.2,14,1,10,3,0,0,0,1,1,2
955,25.17,119.38,0,28800.0,0.6877,1.0,0.7305,1.0,2.0,2.0,0.0,0.0,726.72,7.17,2,3,1.17,3,2,10,3,0,1,0,1,1,2
947,18.56,123.23,2,27666.0,0.3291,0.9606,0.5138,1.0,3.0,2.0,0.0,0.0,769.96,7.41,3,3,163.44,8,2,10,3,0,0,0,1,0,0
833,24.91,106.17,4,28246.0,0.5805,0.9808,0.5919,1.0,4.0,4.0,0.0,0.0,769.96,7.74,3,3,155.38,17,2,10,3,0,0,0,1,0,0
804,37.0,103.14,2,28064.0,0.8006,0.9744,0.8216,1.0,2.0,2.0,0.0,0.0,769.96,8.0,3,3,149.31,23,2,10,3,0,1,0,1,0,0
859,22.33,107.38,4,28800.0,0.4216,1.0,0.527,1.0,5.0,4.0,0.0,0.0,769.96,8.54,3,3,136.34,12,3,10,3,0,0,0,1,0,0
862,46.0,107.75,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,769.96,8.8,3,3,130.14,18,3,10,3,0,0,0,1,0,0
729,22.22,91.12,6,28800.0,0.5361,1.0,0.5361,1.0,6.0,6.0,0.0,0.0,769.96,9.0,3,3,125.29,23,3,10,3,0,1,0,1,0,0
953,24.96,122.49,5,28008.0,0.6674,0.9725,0.6863,1.0,5.0,5.0,0.0,0.0,871.18,0.47,3,4,112.14,12,4,10,3,0,0,0,1,0,0
861,18.18,110.76,4,27985.0,0.4146,0.9717,0.4267,1.0,4.0,4.0,0.0,0.0,871.18,0.82,3,4,103.63,20,4,10,3,0,0,0,1,0,0
917,44.27,116.35,5,28373.0,0.9852,0.9852,1.0,1.0,6.0,6.0,0.0,0.0,871.18,1.03,3,4,98.63,1,5,10,3,1,1,0,1,0,0
879,37.52,109.88,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,871.18,1.45,3,4,88.58,11,5,10,3,1,0,0,1,0,0
777,22.95,97.12,4,28800.0,0.6041,1.0,0.6041,1.0,4.0,4.0,0.0,0.0,871.18,1.8,3,4,80.28,20,5,10,3,1,0,0,1,0,0
744,22.57,93.0,6,28800.0,0.5244,1.0,0.5244,1.0,4.0,4.0,0.0,0.0,871.18,2.09,3,4,73.28,3,6,10,3,1,1,0,1,0,0
843,12.6,105.38,5,28800.0,0.3404,1.0,0.3404,1.0,5.0,5.0,0.0,0.0,871.18,2.37,3,4,66.61,9,6,10,3,1,0,0,1,0,0
948,22.66,118.5,3,28800.0,0.6432,1.0,0.6432,1.0,3.0,3.0,0.0,0.0,871.18,2.72,2,4,58.09,18,6,10,3,1,0,0,1,0,0
803,36.62,100.38,2,28800.0,0.5335,1.0,0.8002,1.0,3.0,2.0,0.0,0.0,871.18,3.5,2,4,39.44,12,0,11,3,0,0,0,1,0,0
1044,35.17,130.5,2,28800.0,0.999,1.0,0.999,1.0,2.0,2.0,0.0,0.0,871.18,3.6,2,4,37.04,15,0,11,3,0,0,0,1,0,0
809,43.38,101.12,4,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,871.18,4.2,1,4,22.73,5,1,11,3,0,1,0,1,1,3
701,28.51,103.52,5,25715.625,0.5148,0.8929374999999999,0.6082,1.0,5.0,5.0,0.0,0.0,871.18,4.29,1,5,20.44,7,1,11,3,0,0,0,1,1,3
797,10.61,107.78,6,26620.0,0.2291,0.9243,0.2479,1.0,6.0,6.0,0.0,0.0,890.82,0.41,1,5,9.83,18,1,11,3,0,0,0,1,1,3
896,27.66,129.91,5,25715.625,0.7115,0.8929374999999999,0.8253,1.0,3.0,3.0,0.0,0.0,890.82,0.76,1,5,1.36,3,2,11,3,0,1,0,1,1,3
777,25.63,104.45,4,26781.0,0.6062,0.9299,0.6519,1.0,4.0,4.0,0.0,0.0,1040.64,1.14,1,5,161.06,12,2,11,3,0,0,0,1,0,0
804,19.79,112.23,4,25789.0,0.4249,0.8955,0.4745,1.0,4.0,4.0,0.0,0.0,1040.64,1.36,1,5,155.79,17,2,11,3,0,0,0,1,0,0
764,22.02,104.73,3,26261.0,0.4719,0.9118,0.5176,1.0,5.0,5.0,0.0,0.0,1040.64,1.82,1,4,144.81,4,3,11,3,0,1,0,1,0,0
849,36.57,106.12,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1040.64,2.15,1,4,136.77,12,3,11,3,0,0,0,1,0,0
806,22.13,100.75,3,28800.0,0.4286,1.0,0.5715,1.0,4.0,3.0,0.0,0.0,1040.64,2.31,1,4,133.04,16,3,11,3,0,0,0,1,0,0
816,21.02,102.0,5,28800.0,0.5193,1.0,0.5193,1.0,5.0,5.0,0.0,0.0,1040.64,2.58,1,4,126.57,22,3,11,3,0,1,0,1,0,0
846,40.59,105.75,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1040.64,3.14,1,4,113.06,12,4,11,3,0,0,0,1,0,0
777,48.26,97.12,5,28800.0,0.8195,1.0,0.9834,1.0,6.0,5.0,0.0,0.0,1040.64,3.24,1,4,110.51,14,4,11,3,0,0,0,1,0,0
771,12.79,96.38,4,28800.0,0.3132,1.0,0.3132,1.0,4.0,4.0,0.0,0.0,1040.64,3.58,1,4,102.51,22,4,11,3,0,1,0,1,0,0
925,22.28,115.62,4,28800.0,0.6003,1.0,0.6003,1.0,4.0,4.0,0.0,0.0,1040.64,3.93,1,4,94.17,6,5,11,3,1,0,0,1,0,0
