total_output,avg_cycle_time_sec,throughput_units_per_hour,shift_total_pass,operating_seconds,oee,availability,performance,quality,total_produced,total_pass,total_reject,defect_rate,cum_running_hours,days_since_last_maintenance,corrective_wo_last_7d,preventive_wo_last_30d,hour_of_day,day_of_week,week_of_year,month,is_weekend,is_night_shift,machine_encoded,line_encoded,risk_level_encoded
979,32.65,136.29,4,25860.0,0.861,0.8979,0.9589,1.0,4.0,4.0,0.0,0.0,1302.61,1.82,2,8,10,6,13,3,1,0,6,3,3
1011,10.94,155.22,2,25715.625,0.304,0.8929374999999999,0.3734,1.0,2.0,2.0,0.0,0.0,1302.61,2.03,2,8,15,6,13,3,1,0,6,3,3
746,36.69,122.17,6,25715.625,0.7483,0.8929374999999999,0.9804,1.0,1.0,1.0,0.0,0.0,1302.61,2.41,3,8,0,0,14,3,0,1,6,3,0
952,28.22,119.0,6,28800.0,0.8542,1.0,0.8542,1.0,6.0,6.0,0.0,0.0,1366.11,2.66,3,8,6,0,14,3,0,0,6,3,0
980,11.77,122.5,4,28800.0,0.2382,1.0,0.2977,1.0,5.0,4.0,0.0,0.0,1366.11,3.24,3,8,20,0,14,3,0,0,6,3,0
858,12.45,107.25,1,28800.0,0.3036,1.0,0.3036,1.0,5.0,5.0,0.0,0.0,1366.11,3.49,3,8,2,1,14,3,0,1,6,3,0
983,18.23,122.88,2,28800.0,0.4854,1.0,0.4854,1.0,2.0,2.0,0.0,0.0,1366.11,3.86,3,8,11,1,14,3,0,0,6,3,0
1009,37.31,126.12,2,28800.0,0.6667,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1366.11,4.21,2,8,19,1,14,3,0,0,6,3,3
884,46.55,110.5,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1366.11,4.53,2,8,3,2,14,4,0,1,6,3,3
860,29.93,123.27,4,25715.625,0.6868,0.8929374999999999,0.7876,1.0,4.0,4.0,0.0,0.0,1366.11,4.74,2,8,8,2,14,4,0,0,6,3,3
938,13.66,133.26,4,25715.625,0.3681,0.8929374999999999,0.4183,1.0,4.0,4.0,0.0,0.0,1366.11,4.99,2,8,14,2,14,4,0,0,6,3,3
649,27.85,94.55,5,25715.625,0.587,0.8929374999999999,0.6841,1.0,4.0,3.0,0.0,0.0,1400.11,5.53,3,8,3,3,14,4,0,1,6,3,0
783,14.89,97.88,6,28800.0,0.3559,1.0,0.3559,1.0,6.0,6.0,0.0,0.0,1400.11,5.89,3,8,11,3,14,4,0,0,6,3,0
914,13.23,114.25,5,28800.0,0.3764,1.0,0.3764,1.0,5.0,5.0,0.0,0.0,1400.11,6.07,3,8,16,3,14,4,0,0,6,3,0
938,41.47,117.25,3,28800.0,0.75,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1400.11,6.46,3,8,1,4,14,4,0,1,6,3,2
910,34.67,173.66124,4,25715.625,0.5947,0.8929374999999999,1.0,1.0,4.0,4.0,0.0,0.0,1410.06,0.04,3,9,10,4,14,4,0,0,6,3,2
899,20.55,152.95,4,25715.625,0.4932,0.8929374999999999,0.6713,1.0,4.0,4.0,0.0,0.0,1410.06,0.32,3,8,17,4,14,4,0,0,6,3,2
882,42.13,167.37,2,25715.625,0.6587,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,1467.8,0.79,3,8,4,5,14,4,1,1,6,3,0
719,26.04,89.88,4,28800.0,0.4038,1.0,0.5048,1.0,5.0,4.0,0.0,0.0,1467.8,0.99,3,8,9,5,14,4,1,0,6,3,0
786,26.93,98.25,2,28800.0,0.6154,1.0,0.6154,1.0,2.0,2.0,0.0,0.0,1467.8,1.41,3,8,19,5,14,4,1,0,6,3,0
912,16.7,114.0,3,28800.0,0.5253,1.0,0.5253,1.0,5.0,4.0,0.0,0.0,1467.8,1.73,3,8,3,6,14,4,1,1,6,3,0
917,36.02,114.62,3,28800.0,0.8711,1.0,0.8711,1.0,3.0,3.0,0.0,0.0,1467.8,1.9,3,8,7,6,14,4,1,0,6,3,0
851,35.65,106.38,2,28800.0,0.9624,1.0,0.9624,1.0,2.0,2.0,0.0,0.0,1467.8,2.29,3,8,16,6,14,4,1,0,6,3,0
882,36.48,110.25,4,28800.0,0.7688,1.0,0.961,1.0,4.0,4.0,0.0,0.0,1467.8,2.8,2,8,4,0,15,4,0,1,6,3,0
828,16.7,108.96,3,27356.0,0.368,0.9499,0.3874,1.0,3.0,3.0,0.0,0.0,1567.21,3.09,3,8,11,0,15,4,0,0,6,3,0
815,26.87,104.42,4,28099.0,0.727,0.9757,0.7451,1.0,4.0,4.0,0.0,0.0,1567.21,3.21,3,8,14,0,15,4,0,0,6,3,0
737,20.49,92.12,6,28800.0,0.456,1.0,0.456,1.0,6.0,6.0,0.0,0.0,1567.21,4.17,3,8,13,1,15,4,0,0,6,3,0
984,41.51,123.0,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1567.21,4.42,3,8,19,1,15,4,0,0,6,3,0
840,18.45,105.0,3,28800.0,0.5017,1.0,0.5017,1.0,5.0,5.0,0.0,0.0,1567.21,4.62,3,8,0,2,15,4,0,1,6,3,0
897,32.98,112.12,2,28800.0,0.8958,1.0,0.8958,1.0,2.0,2.0,0.0,0.0,1567.21,5.05,3,7,11,2,15,4,0,0,6,3,0
743,33.32,92.88,2,28800.0,0.7858,1.0,0.7858,1.0,2.0,2.0,0.0,0.0,1567.21,5.23,3,7,15,2,15,4,0,0,6,3,0
675,32.07,84.38,5,28800.0,0.739,1.0,0.739,1.0,4.0,4.0,0.0,0.0,1567.21,5.66,2,7,1,3,15,4,0,1,6,3,0
960,12.96,120.0,4,28800.0,0.3303,1.0,0.3303,1.0,4.0,4.0,0.0,0.0,1567.21,6.1,2,7,12,3,15,4,0,0,6,3,0
927,33.34,115.88,6,28800.0,0.9379,1.0,0.9379,1.0,6.0,6.0,0.0,0.0,1567.21,6.44,2,7,20,3,15,4,0,0,6,3,3
750,18.03,93.75,4,28800.0,0.3859,1.0,0.3859,1.0,2.0,2.0,0.0,0.0,1567.21,6.67,2,7,1,4,15,4,0,1,6,3,3
1003,31.98,132.3,6,27292.0,0.9476,0.9476,1.0,1.0,6.0,6.0,0.0,0.0,1567.21,6.9,2,7,7,4,15,4,0,0,6,3,3
941,16.34,128.18,4,26428.0,0.4725,0.9176,0.5149,1.0,4.0,4.0,0.0,0.0,1599.94,7.5,2,6,21,4,15,4,0,0,6,3,0
882,27.25,118.44,2,26809.0,0.7647,0.9309,0.8215,1.0,2.0,2.0,0.0,0.0,1599.94,7.56,2,6,23,4,15,4,0,1,6,3,3
832,15.01,106.98,5,27997.0,0.3611,0.9721,0.4458,1.0,6.0,5.0,0.0,0.0,1599.94,8.0,2,6,9,5,15,4,1,0,6,3,3
789,18.96,100.42,5,28286.0,0.395,0.9822,0.4022,1.0,5.0,5.0,0.0,0.0,1599.94,8.45,2,6,20,5,15,4,1,0,6,3,3
999,46.86,129.14,3,27848.0,0.9669,0.9669,1.0,1.0,5.0,5.0,0.0,0.0,1633.96,8.62,3,6,0,6,15,4,1,1,6,3,0
958,42.31,119.75,4,28800.0,0.8,1.0,1.0,1.0,5.0,4.0,0.0,0.0,1633.96,9.12,3,5,12,6,15,4,1,0,6,3,0
1005,43.43,125.62,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1633.96,9.27,3,5,16,6,15,4,1,0,6,3,0
839,17.65,104.88,5,28800.0,0.4145,1.0,0.4145,1.0,3.0,3.0,0.0,0.0,1633.96,9.7,3,5,2,0,16,4,0,1,6,3,0
808,49.37,104.55,6,27821.0,0.966,0.966,1.0,1.0,6.0,6.0,0.0,0.0,1633.96,10.03,2,6,10,0,16,4,0,0,6,3,0
750,17.71,102.15,3,26432.0,0.4583,0.9178,0.4994,1.0,3.0,3.0,0.0,0.0,1873.96,0.36,2,6,19,0,16,4,0,0,6,3,0
890,22.09,115.41,3,27761.0,0.6563,0.9639,0.6809,1.0,4.0,4.0,0.0,0.0,1873.96,0.57,2,6,0,1,16,4,0,1,6,3,0
820,27.57,102.5,3,28800.0,0.7653,1.0,0.7653,1.0,3.0,3.0,0.0,0.0,1873.96,0.98,2,6,10,1,16,4,0,0,6,3,0
795,38.53,99.38,4,28800.0,0.6375,1.0,0.7969,1.0,5.0,4.0,0.0,0.0,1873.96,1.42,2,6,21,1,16,4,0,0,6,3,0
855,51.38,106.88,4,28800.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1873.96,1.67,2,6,3,2,16,4,0,1,6,3,0
864,25.61,108.0,3,28800.0,0.6213,1.0,0.6213,1.0,3.0,3.0,0.0,0.0,1873.96,1.87,2,6,7,2,16,4,0,0,6,3,0
921,20.62,115.12,6,28800.0,0.5695,1.0,0.5695,1.0,6.0,6.0,0.0,0.0,1873.96,2.24,2,6,16,2,16,4,0,0,6,3,0
873,40.31,109.12,1,28800.0,0.9085,1.0,0.9085,1.0,4.0,4.0,0.0,0.0,1873.96,2.68,2,6,3,3,16,4,0,1,6,3,0
792,23.43,99.0,5,28800.0,0.5973,1.0,0.5973,1.0,5.0,5.0,0.0,0.0,1873.96,2.87,2,6,7,3,16,4,0,0,6,3,0
962,13.71,120.25,2,28800.0,0.3831,1.0,0.3831,1.0,2.0,2.0,0.0,0.0,1873.96,3.38,2,5,20,3,16,4,0,0,6,3,0
841,39.31,105.12,4,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1873.96,3.66,2,5,3,4,16,4,0,1,6,3,0
951,21.72,118.88,5,28800.0,0.5316,1.0,0.5316,1.0,5.0,5.0,0.0,0.0,1873.96,3.81,2,5,6,4,16,4,0,0,6,3,0
990,24.36,123.75,4,28800.0,0.6284,1.0,0.6284,1.0,4.0,4.0,0.0,0.0,1873.96,4.27,1,5,17,4,16,4,0,0,6,3,0
823,28.41,102.88,5,28800.0,0.7458,1.0,0.7458,1.0,5.0,5.0,0.0,0.0,1873.96,4.62,1,5,2,5,16,4,1,1,6,3,0
662,13.68,82.75,4,28800.0,0.2577,1.0,0.2577,1.0,4.0,4.0,0.0,0.0,1873.96,5.1,1,5,13,5,16,4,1,0,6,3,0
946,14.6,118.25,6,28800.0,0.3662,1.0,0.3662,1.0,6.0,6.0,0.0,0.0,1873.96,5.39,1,5,20,5,16,4,1,0,6,3,0
819,36.77,102.38,5,28800.0,0.848,1.0,0.848,1.0,5.0,5.0,0.0,0.0,1873.96,5.48,1,5,22,5,16,4,1,1,6,3,0
885,28.06,110.62,5,28800.0,0.5324,1.0,0.6389,1.0,6.0,5.0,0.0,0.0,1873.96,5.94,0,5,9,6,16,4,1,0,6,3,0
900,43.3,112.5,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1873.96,6.13,0,5,14,6,16,4,1,0,6,3,0
1021,18.63,127.62,3,28800.0,0.5676,1.0,0.5676,1.0,7.0,7.0,0.0,0.0,1873.96,6.64,0,5,2,0,17,4,0,1,6,3,0
943,25.5,117.88,2,28800.0,0.6935,1.0,0.6935,1.0,2.0,2.0,0.0,0.0,1873.96,6.85,0,5,7,0,17,4,0,0,6,3,0
1050,27.09,131.25,5,28800.0,0.8655,1.0,0.8655,1.0,5.0,5.0,0.0,0.0,1873.96,7.15,0,5,14,0,17,4,0,0,6,3,0
900,22.28,112.5,7,28800.0,0.5797,1.0,0.5797,1.0,4.0,4.0,0.0,0.0,1873.96,7.56,0,5,0,1,17,4,0,1,6,3,0
999,39.11,124.88,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1873.96,7.88,0,5,8,1,17,4,0,0,6,3,0
799,10.42,99.88,4,28800.0,0.208,1.0,0.26,1.0,5.0,4.0,0.0,0.0,1873.96,8.38,0,4,20,1,17,4,0,0,6,3,0
886,20.82,110.75,4,28800.0,0.4993,1.0,0.4993,1.0,3.0,3.0,0.0,0.0,1873.96,8.75,0,4,5,2,17,4,0,1,6,3,0
861,19.37,107.62,3,28800.0,0.5145,1.0,0.5145,1.0,3.0,3.0,0.0,0.0,1873.96,8.8,0,4,6,2,17,4,0,0,6,3,0
912,30.22,114.0,2,28800.0,0.8569,1.0,0.8569,1.0,2.0,2.0,0.0,0.0,1873.96,9.18,0,4,15,2,17,4,0,0,6,3,0
775,14.11,96.88,3,28800.0,0.3003,1.0,0.3003,1.0,4.0,4.0,0.0,0.0,1873.96,9.58,0,4,0,3,17,4,0,1,6,3,0
859,32.07,117.05,2,26420.0,0.7087,0.9174,0.7725,1.0,2.0,2.0,0.0,0.0,1873.96,9.89,0,4,8,3,17,4,0,0,6,3,0
920,28.52,124.9,4,26517.0,0.8475,0.9207,0.9205,1.0,4.0,4.0,0.0,0.0,1993.49,0.11,0,5,15,3,17,4,0,0,6,3,0
872,35.41,114.99,4,27300.0,0.9479,0.9479,1.0,1.0,6.0,6.0,0.0,0.0,1993.49,0.62,0,5,3,4,17,4,0,1,6,3,0
863,36.93,107.88,5,28800.0,0.9466,1.0,0.9466,1.0,5.0,5.0,0.0,0.0,1993.49,1.01,0,5,13,4,17,4,0,0,6,3,0
823,31.17,102.88,3,28800.0,0.7261,1.0,0.7261,1.0,3.0,3.0,0.0,0.0,1993.49,1.33,0,5,20,4,17,4,0,0,6,3,0
861,45.56,107.62,6,28800.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1993.49,1.63,0,4,4,5,17,4,1,1,6,3,0
901,27.68,112.62,4,28800.0,0.5529,1.0,0.6911,1.0,5.0,4.0,0.0,0.0,1993.49,1.73,0,4,6,5,17,4,1,0,6,3,0
851,40.8,106.38,2,28800.0,0.911,1.0,0.911,1.0,2.0,2.0,0.0,0.0,1993.49,2.14,0,4,16,5,17,4,1,0,6,3,0
979,32.44,122.38,1,28800.0,0.433,1.0,0.8661,1.0,3.0,3.0,0.0,0.0,1993.49,2.5,0,4,0,6,17,4,1,1,6,3,0
942,23.37,117.75,4,28800.0,0.6865,1.0,0.6865,1.0,4.0,4.0,0.0,0.0,1993.49,2.79,0,4,7,6,17,4,1,0,6,3,0
917,40.45,114.62,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1993.49,3.18,0,3,17,6,17,4,1,0,6,3,0
778,35.92,97.25,3,28800.0,0.8477,1.0,0.8477,1.0,4.0,4.0,0.0,0.0,1993.49,3.5,0,3,0,0,18,4,0,1,6,3,0
945,35.03,118.12,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1993.49,3.87,0,3,9,0,18,4,0,0,6,3,0
747,18.12,93.38,5,28800.0,0.4111,1.0,0.4111,1.0,5.0,5.0,0.0,0.0,1993.49,4.14,0,3,16,0,18,4,0,0,6,3,3
969,37.04,131.21,4,26587.0,0.7386,0.9232,1.0,1.0,5.0,4.0,0.0,0.0,1993.49,4.81,0,3,8,1,18,4,0,0,6,3,3
894,40.71,122.62,3,26246.0,0.9113,0.9113,1.0,1.0,3.0,3.0,0.0,0.0,1996.1,5.1,1,3,15,1,18,4,0,0,6,3,3
942,15.51,126.62,7,26782.0,0.4742,0.9299,0.51,1.0,3.0,2.0,0.0,0.0,2014.8,5.54,2,3,1,2,18,4,0,1,6,3,3
841,18.56,119.81,4,25715.625,0.5318,0.8929374999999999,0.606,1.0,4.0,4.0,0.0,0.0,2014.8,5.79,2,3,7,2,18,4,0,0,6,3,3
1043,14.45,158.87,2,25715.625,0.4259,0.8929374999999999,0.519,1.0,2.0,2.0,0.0,0.0,2014.8,6.08,3,3,14,2,18,4,0,0,6,3,0
913,34.15,134.76,2,25715.625,0.5646,0.8929374999999999,1.0,1.0,6.0,6.0,0.0,0.0,2047.43,6.47,3,3,0,3,18,4,0,1,6,3,0
929,11.84,136.0,5,25715.625,0.3235,0.8929374999999999,0.3789,1.0,5.0,5.0,0.0,0.0,2047.43,6.82,3,3,8,3,18,4,0,0,6,3,0
819,19.87,122.93,6,25715.625,0.4854,0.8929374999999999,0.5829,1.0,6.0,6.0,0.0,0.0,2047.43,7.16,3,3,16,3,18,4,0,0,6,3,0
835,38.93,141.59,6,25715.625,0.7372,0.8929374999999999,1.0,1.0,4.0,4.0,0.0,0.0,2130.2,0.06,3,4,5,4,18,5,0,1,6,3,0
726,13.51,90.75,3,28800.0,0.269,1.0,0.269,1.0,3.0,3.0,0.0,0.0,2130.2,0.29,3,4,10,4,18,5,0,0,6,3,0
969,41.04,121.12,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2130.2,0.73,3,4,21,4,18,5,0,0,6,3,0
901,37.94,112.62,4,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,2130.2,0.9,3,4,1,5,18,5,1,1,6,3,0
876,28.34,109.5,2,28800.0,0.8146,1.0,0.8146,1.0,2.0,2.0,0.0,0.0,2130.2,1.52,3,4,16,5,18,5,1,0,6,3,0
884,14.82,110.5,5,28800.0,0.4003,1.0,0.4003,1.0,5.0,5.0,0.0,0.0,2130.2,1.76,3,4,22,5,18,5,1,1,6,3,0
989,9.53,123.62,5,28800.0,0.253,1.0,0.3036,1.0,6.0,5.0,0.0,0.0,2130.2,2.1,3,3,6,6,18,5,1,0,6,3,0
997,43.36,124.62,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2130.2,2.5,3,3,15,6,18,5,1,0,6,3,2
1033,30.93,129.12,6,28800.0,0.962,1.0,0.962,1.0,4.0,4.0,0.0,0.0,2130.2,3.03,3,3,4,0,19,5,0,1,6,3,2
741,30.12,98.91,2,26969.0,0.7261,0.9364,0.7754,1.0,2.0,2.0,0.0,0.0,2130.2,3.1,3,3,6,0,19,5,0,0,6,3,2
856,25.09,117.36,2,26257.0,0.5635,0.9117,0.6181,1.0,2.0,2.0,0.0,0.0,2130.2,3.47,4,3,15,0,19,5,0,0,6,3,0
783,49.95,107.98,4,26104.0,0.9064,0.9064,1.0,1.0,1.0,1.0,0.0,0.0,2142.82,3.9,4,3,1,1,19,5,0,1,6,3,0
865,47.46,116.09,5,26824.0,0.9314,0.9314,1.0,1.0,5.0,5.0,0.0,0.0,2207.33,4.11,4,3,6,1,19,5,0,0,6,3,0
842,23.1,109.84,3,27597.0,0.5596,0.9582,0.584,1.0,3.0,3.0,0.0,0.0,2207.33,4.52,2,3,16,1,19,5,0,0,6,3,0
795,18.37,106.47,1,26880.0,0.3881,0.9333,0.4158,1.0,5.0,5.0,0.0,0.0,2207.33,4.96,2,3,3,2,19,5,0,1,6,3,0
976,45.9,122.0,3,28800.0,0.75,1.0,1.0,1.0,4.0,3.0,0.0,0.0,2207.33,5.4,1,3,13,2,19,5,0,0,6,3,0
728,11.54,91.0,5,28800.0,0.2829,1.0,0.2829,1.0,5.0,5.0,0.0,0.0,2207.33,5.74,1,3,21,2,19,5,0,0,6,3,0
712,30.15,89.0,5,28800.0,0.689,1.0,0.689,1.0,5.0,5.0,0.0,0.0,2207.33,5.78,1,3,22,2,19,5,0,1,6,3,0
986,11.49,141.5,4,25715.625,0.3013,0.8929374999999999,0.3459,1.0,4.0,4.0,0.0,0.0,2207.33,6.12,1,3,6,3,19,5,0,0,6,3,3
953,25.67,141.78,4,25715.625,0.765,0.8929374999999999,0.9105,1.0,4.0,4.0,0.0,0.0,2207.33,6.51,1,3,16,3,19,5,0,0,6,3,3
959,38.84,127.6,6,27057.0,0.9395,0.9395,1.0,1.0,6.0,6.0,0.0,0.0,2207.33,6.76,1,3,22,3,19,5,0,1,6,3,3
965,42.2,120.62,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2235.51,7.2,2,3,8,4,19,5,0,0,6,3,0
763,16.87,95.38,4,28800.0,0.4194,1.0,0.4194,1.0,4.0,4.0,0.0,0.0,2235.51,7.65,2,3,19,4,19,5,0,0,6,3,0
961,24.48,120.12,2,28800.0,0.6307,1.0,0.6307,1.0,5.0,5.0,0.0,0.0,2235.51,7.93,2,3,2,5,19,5,1,1,6,3,2
778,19.87,98.57,6,28414.0,0.5292,0.9866,0.5364,1.0,6.0,6.0,0.0,0.0,2253.81,8.12,2,3,6,5,19,5,1,0,6,3,2
985,30.67,124.37,5,28512.0,0.8776,0.99,0.8865,1.0,5.0,5.0,0.0,0.0,2401.23,9.05,3,3,5,6,19,5,1,1,6,3,0
987,15.26,140.73,6,25715.625,0.4582,0.8929374999999999,0.5226,1.0,6.0,6.0,0.0,0.0,2401.23,9.54,3,3,16,6,19,5,1,0,6,3,0
981,11.34,139.62,5,25715.625,0.3117,0.8929374999999999,0.3549,1.0,3.0,3.0,0.0,0.0,2401.23,9.85,3,3,0,0,20,5,0,1,6,3,0
983,14.61,122.88,3,28800.0,0.4874,1.0,0.4874,1.0,3.0,3.0,0.0,0.0,2401.23,10.09,3,3,6,0,20,5,0,0,6,3,0
964,37.37,120.5,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,2401.23,10.57,2,3,17,0,20,5,0,0,6,3,0
880,45.65,110.0,3,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,2401.23,11.06,2,3,5,1,20,5,0,1,6,3,0
862,33.16,107.75,3,28800.0,0.8294,1.0,0.8294,1.0,3.0,3.0,0.0,0.0,2401.23,11.32,2,3,11,1,20,5,0,0,6,3,0
838,39.1,104.75,6,28800.0,0.8607,1.0,0.8607,1.0,6.0,6.0,0.0,0.0,2401.23,11.53,2,3,16,1,20,5,0,0,6,3,0
739,33.6,92.38,5,28800.0,0.8029,1.0,0.8029,1.0,5.0,5.0,0.0,0.0,2401.23,11.9,2,3,1,2,20,5,0,1,6,3,0
808,38.7,101.0,4,28800.0,0.8933,1.0,0.8933,1.0,4.0,4.0,0.0,0.0,2401.23,12.3,2,2,11,2,20,5,0,0,6,3,0
891,11.99,111.38,4,28800.0,0.3641,1.0,0.3641,1.0,4.0,4.0,0.0,0.0,2401.23,12.68,2,2,20,2,20,5,0,0,6,3,0
996,35.03,124.5,5,28800.0,0.9241,1.0,0.9241,1.0,5.0,5.0,0.0,0.0,2401.23,12.83,2,2,23,2,20,5,0,1,6,3,0
980,25.08,122.5,6,28800.0,0.8078,1.0,0.8078,1.0,6.0,6.0,0.0,0.0,2401.23,13.31,2,2,11,3,20,5,0,0,6,3,0
999,11.42,124.88,3,28800.0,0.3906,1.0,0.3906,1.0,3.0,3.0,0.0,0.0,2401.23,13.65,2,2,19,3,20,5,0,0,6,3,0
957,42.53,119.62,3,28800.0,0.75,1.0,1.0,1.0,6.0,6.0,0.0,0.0,2401.23,13.95,1,2,2,4,20,5,0,1,6,3,0
971,36.13,121.38,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2401.23,14.19,1,2,8,4,20,5,0,0,6,3,0
826,17.77,103.25,4,28800.0,0.3088,1.0,0.386,1.0,5.0,4.0,0.0,0.0,2401.23,14.55,1,2,17,4,20,5,0,0,6,3,0
832,30.71,104.0,6,28800.0,0.7182,1.0,0.7182,1.0,1.0,1.0,0.0,0.0,2401.23,14.98,1,2,3,5,20,5,1,1,6,3,0
879,41.34,129.3,3,25715.625,0.8498,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,2401.23,15.13,1,3,7,5,20,5,1,0,6,3,0
842,16.02,127.56,2,25715.625,0.2682,0.8929374999999999,0.4876,1.0,3.0,2.0,0.0,0.0,2431.89,0.35,1,3,18,5,20,5,1,0,6,3,3
754,13.23,115.72,1,25715.625,0.3074,0.8929374999999999,0.3774,1.0,4.0,4.0,0.0,0.0,2431.89,0.57,1,3,0,6,20,5,1,1,6,3,3
982,39.4,138.89,5,25715.625,0.8838,0.8929374999999999,1.0,1.0,5.0,5.0,0.0,0.0,2431.89,1.11,0,3,13,6,20,5,1,0,6,3,3
886,21.56,130.64,2,25715.625,0.5224,0.8929374999999999,0.6162,1.0,2.0,2.0,0.0,0.0,2434.38,1.48,2,3,21,6,20,5,1,0,6,3,2
972,14.11,140.55,4,25715.625,0.3689,0.8929374999999999,0.4267,1.0,4.0,4.0,0.0,0.0,2434.38,1.49,2,3,22,6,20,5,1,1,6,3,2
1023,31.11,134.87,2,27306.0,0.9481,0.9481,1.0,1.0,2.0,2.0,0.0,0.0,2444.81,1.93,2,3,8,0,21,5,0,0,6,3,2
917,26.29,119.9,2,27534.0,0.7301,0.956,0.7637,1.0,2.0,2.0,0.0,0.0,2477.59,2.46,2,3,21,0,21,5,0,0,6,3,0
861,19.73,112.93,1,27448.0,0.5869,0.9531,0.6158,1.0,4.0,4.0,0.0,0.0,2477.59,2.75,2,3,4,1,21,5,0,1,6,3,0
815,28.99,101.88,4,28800.0,0.6447,1.0,0.8059,1.0,5.0,4.0,0.0,0.0,2477.59,2.99,2,3,10,1,21,5,0,0,6,3,0
929,40.78,116.12,2,28800.0,0.6667,1.0,1.0,1.0,3.0,2.0,0.0,0.0,2477.59,3.34,2,3,18,1,21,5,0,0,6,3,0
872,35.96,109.0,4,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2477.59,3.75,2,4,4,2,21,5,0,1,6,3,0
892,46.74,146.44,3,25715.625,0.7614,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,2626.74,0.17,2,4,9,2,21,5,0,0,6,3,0
867,37.18,148.74,2,25715.625,0.7286,0.8929374999999999,1.0,1.0,2.0,2.0,0.0,0.0,2626.74,0.62,2,4,20,2,21,5,0,0,6,3,0
890,19.61,151.35,3,25715.625,0.4669,0.8929374999999999,0.6353,1.0,3.0,3.0,0.0,0.0,2626.74,0.74,2,4,23,2,21,5,0,1,6,3,0
837,10.42,104.62,4,28800.0,0.2099,1.0,0.2624,1.0,5.0,4.0,0.0,0.0,2626.74,1.25,2,4,11,3,21,5,0,0,6,3,0
820,45.94,102.5,5,28800.0,0.9769,1.0,0.9769,1.0,5.0,5.0,0.0,0.0,2626.74,1.65,2,4,21,3,21,5,0,0,6,3,0
905,15.86,113.12,4,28800.0,0.2971,1.0,0.3714,1.0,4.0,4.0,0.0,0.0,2626.74,1.86,2,4,2,4,21,5,0,1,6,3,0
736,23.31,92.0,5,28800.0,0.4208,1.0,0.505,1.0,6.0,5.0,0.0,0.0,2626.74,2.34,2,4,13,4,21,5,0,0,6,3,0
1050,34.48,131.25,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2626.74,2.6,2,4,19,4,21,5,0,0,6,3,0
836,16.98,104.5,4,28800.0,0.4064,1.0,0.4064,1.0,5.0,4.0,0.0,0.0,2626.74,2.77,2,4,0,5,21,5,1,1,6,3,0
867,26.7,108.38,5,28800.0,0.6945,1.0,0.6945,1.0,5.0,5.0,0.0,0.0,2626.74,3.22,2,4,10,5,21,5,1,0,6,3,0
886,19.7,110.75,5,28800.0,0.5116,1.0,0.5116,1.0,5.0,5.0,0.0,0.0,2626.74,3.36,2,3,14,5,21,5,1,0,6,3,0
809,10.99,101.12,4,28800.0,0.223,1.0,0.2787,1.0,5.0,4.0,0.0,0.0,2626.74,3.92,2,3,3,6,21,5,1,1,6,3,0
696,21.63,87.0,3,28800.0,0.4154,1.0,0.4154,1.0,3.0,3.0,0.0,0.0,2626.74,4.18,2,3,9,6,21,5,1,0,6,3,0
887,13.2,110.88,2,28800.0,0.3819,1.0,0.3819,1.0,2.0,2.0,0.0,0.0,2626.74,4.54,1,3,18,6,21,5,1,0,6,3,0
962,43.98,120.25,4,28800.0,0.8,1.0,1.0,1.0,5.0,4.0,0.0,0.0,2626.74,4.72,0,3,22,6,21,5,1,1,6,3,0
848,44.98,106.0,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,2626.74,5.32,0,3,13,0,22,5,0,0,6,3,3
