recorded_hour,day_of_week,week_of_year,is_weekend,line_encoded,total_pass,pass_rate,downtime_rate,availability,performance,quality,downtime_count,efficiency
14,3,10,0,0,4.0,0.0041109969167523125,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,0.6382
22,4,10,0,0,1.0,0.0009523809523809524,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,1.0
6,3,10,0,1,4.0,0.004656577415599534,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,0.4216
14,3,10,0,1,6.0,0.0069605568445475635,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,1.0
22,4,10,0,1,5.0,0.0054525627044711015,0.014826389029622078,0.9707780898876404,0.6486887640449438,0.9695876404494382,1,0.9852
6,3,10,0,1,5.0,0.00998003992015968,0.037013888359069824,0.9605514124293784,0.6269536723163842,0.9538604519774012,1,0.365
14,3,10,0,1,4.0,0.0044943820224719105,0.07256944477558136,0.961474431818182,0.6564625000000001,0.9428977272727272,1,0.6798
22,4,10,0,1,6.0,0.00784313725490196,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,0.502
6,3,10,0,1,1.0,0.001141552511415525,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,0.2798
14,3,10,0,1,5.0,0.004761904761904762,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,0.6504
22,4,10,0,1,4.0,0.003835091083413231,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,0.6598
6,3,10,0,2,4.0,0.0041025641025641026,0.016180556267499924,0.9684011363636364,0.7713215909090909,0.9683693181818182,1,0.4902
14,3,10,0,2,6.0,0.005964214711729622,0.027326388284564018,0.9675180790960451,0.7758463276836158,0.9586621468926554,1,0.9727
22,4,10,0,2,3.0,0.0029940119760479044,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,1.0
6,3,10,0,2,4.0,0.004662004662004662,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,0.378
14,3,10,0,2,5.0,0.006345177664974619,0.0,0.9717162921348316,0.6548410112359551,0.9551494382022472,0,0.4985
22,4,10,0,2,5.0,0.0070126227208976155,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,0.6377
6,3,10,0,2,4.0,0.004301075268817204,0.10709635447710752,0.9558448863636364,0.7807528409090909,0.977555681818182,1,0.8159
14,3,10,0,2,5.0,0.005159958720330237,0.10709635447710752,0.959408,0.7887599999999999,0.9514285714285714,1,0.5091
22,4,10,0,2,4.0,0.0038948393378773127,0.0,0.9592327485380115,0.7542111111111112,0.97113216374269,0,1.0
6,3,10,0,3,6.0,0.008915304606240713,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,0.8969
14,3,10,0,3,5.0,0.007763975155279503,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,0.5127
22,4,10,0,3,5.0,0.007974481658692184,0.10709635447710752,0.9761469273743016,0.5908648044692737,0.9510592178770948,2,0.5002
6,3,10,0,3,2.0,0.00243605359317905,0.07871527969837189,0.9577932203389832,0.7727412429378532,0.9548954802259888,1,0.18
14,3,10,0,3,2.0,0.002014098690835851,0.10709635447710752,0.9601118644067796,0.7691152542372881,0.9529186440677966,1,0.3878
22,4,10,0,3,4.0,0.004571428571428572,0.0,0.9582296511627908,0.8025308139534885,0.9455558139534884,0,0.2564
6,3,10,0,3,4.0,0.0041928721174004195,0.06309027969837189,0.970548275862069,0.7340936781609195,0.969635632183908,1,0.6519
14,3,10,0,3,4.0,0.004733727810650888,0.0659722238779068,0.9679265536723164,0.677564406779661,0.9646892655367232,1,0.7472
22,4,10,0,3,4.0,0.00404040404040404,0.0,0.9663485875706216,0.7424570621468926,0.9622666666666668,0,0.4596
6,4,10,0,0,4.0,0.00425531914893617,0.10645833611488342,0.9714869318181818,0.7811892045454545,0.9603221590909092,1,0.7148
14,4,10,0,0,2.0,0.0021810250817884407,0.07315972447395325,0.9732103448275864,0.7720936781609196,0.9673367816091952,1,0.7316
22,5,10,1,0,2.0,0.002028397565922921,0.0864236131310463,0.9726114285714286,0.7704497142857143,0.9543937142857144,1,0.821
6,4,10,0,0,4.0,0.005509641873278237,0.0,0.9579948863636364,0.6420017045454546,0.9496204545454544,0,0.6804
14,4,10,0,0,5.0,0.006493506493506494,0.0,0.9595845714285716,0.6536731428571428,0.9767611428571428,0,0.4401
22,5,10,1,0,5.0,0.006527415143603133,0.10709635447710752,0.960858757062147,0.6334305084745763,0.9482943502824858,1,0.5415
6,4,10,0,0,5.0,0.005889281507656066,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,1.0
14,4,10,0,0,4.0,0.004519774011299435,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,1.0
22,5,10,1,0,7.0,0.006666666666666667,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,0.7434
6,4,10,0,1,5.0,0.005246589716684155,0.027499999850988388,0.9694767045454546,0.7222562499999999,0.9522732954545454,1,0.6674
14,4,10,0,1,4.0,0.004645760743321719,0.02829861082136631,0.970316384180791,0.7160909604519774,0.958379661016949,1,0.4146
22,5,10,1,1,6.0,0.008064516129032258,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,0.5244
6,4,10,0,1,6.0,0.007822685788787484,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,0.3143
14,4,10,0,1,5.0,0.0072254335260115606,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,0.674
22,5,10,1,1,2.0,0.0028694404591104736,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,0.3357
6,4,10,0,1,6.0,0.0066518847006651885,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,0.9195
14,4,10,0,1,2.0,0.0019047619047619048,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,1.0
22,5,10,1,1,2.0,0.001998001998001998,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,1.0
6,4,10,0,2,2.0,0.0019047619047619048,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,0.5429
14,4,10,0,2,5.0,0.006031363088057901,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,0.5964
22,5,10,1,2,3.0,0.003161222339304531,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,0.5671
6,4,10,0,2,6.0,0.010714285714285714,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,0.6286
14,4,10,0,2,5.0,0.006802721088435374,0.0,0.9717162921348316,0.6548410112359551,0.9551494382022472,0,0.9961
22,5,10,1,2,5.0,0.006544502617801047,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,1.0
6,4,10,0,2,3.0,0.002857142857142857,0.0,0.9558448863636364,0.7807528409090909,0.977555681818182,0,0.3299
14,4,10,0,2,3.0,0.002857142857142857,0.0,0.959408,0.7887599999999999,0.9514285714285714,0,1.0
22,5,10,1,2,6.0,0.005825242718446602,0.0694444477558136,0.9592327485380115,0.7542111111111112,0.97113216374269,1,0.392
6,4,10,0,3,2.0,0.0027137042062415195,0.10709635447710752,0.97625197740113,0.6071683615819209,0.9534841807909604,2,0.2552
14,4,10,0,3,5.0,0.0068775790921595595,0.10709635447710752,0.9750948863636364,0.5983465909090909,0.9623090909090908,2,0.2494
22,5,10,1,3,3.0,0.0040650406504065045,0.0,0.9761469273743016,0.5908648044692737,0.9510592178770948,0,0.3759
6,4,10,0,3,2.0,0.0023612750885478157,0.0,0.9577932203389832,0.7727412429378532,0.9548954802259888,0,0.5631
14,4,10,0,3,4.0,0.004722550177095631,0.0,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,0.9643
22,5,10,1,3,2.0,0.0021231422505307855,0.10709635447710752,0.9582296511627908,0.8025308139534885,0.9455558139534884,1,0.3621
6,4,10,0,3,2.0,0.0020898641588296763,0.0,0.970548275862069,0.7340936781609195,0.969635632183908,0,0.52
14,4,10,0,3,5.0,0.005931198102016607,0.0,0.9679265536723164,0.677564406779661,0.9646892655367232,0,0.4979
22,5,10,1,3,3.0,0.003171247357293869,0.0,0.9663485875706216,0.7424570621468926,0.9622666666666668,0,0.7085
6,5,10,1,0,4.0,0.004366812227074236,0.10709635447710752,0.9714869318181818,0.7811892045454545,0.9603221590909092,1,0.6926
14,5,10,1,0,4.0,0.0040609137055837565,0.06899305433034897,0.9732103448275864,0.7720936781609196,0.9673367816091952,1,0.8499
22,6,10,1,0,8.0,0.007804878048780488,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,0.6865
6,5,10,1,0,5.0,0.00641025641025641,0.10709635447710752,0.9579948863636364,0.6420017045454546,0.9496204545454544,1,0.823
14,5,10,1,0,5.0,0.006016847172081829,0.10709635447710752,0.9595845714285716,0.6536731428571428,0.9767611428571428,1,0.4617
22,6,10,1,0,3.0,0.0037174721189591076,0.0,0.960858757062147,0.6334305084745763,0.9482943502824858,0,0.9765
6,5,10,1,0,6.0,0.006749156355455568,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,0.2988
14,5,10,1,0,2.0,0.0021141649048625794,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,0.8974
22,6,10,1,0,7.0,0.008760951188986232,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,0.9297
6,5,10,1,1,2.0,0.0022753128555176336,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,1.0
14,5,10,1,1,4.0,0.005148005148005148,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,0.6041
6,5,10,1,1,4.0,0.004790419161676647,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,0.7158
14,5,10,1,1,4.0,0.004975124378109453,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,0.8018
22,6,10,1,1,6.0,0.008130081300813009,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,0.6311
6,5,10,1,1,3.0,0.0029791459781529296,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,1.0
14,5,10,1,1,6.0,0.006696428571428571,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,0.3478
22,6,10,1,1,6.0,0.005741626794258373,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,0.5221
6,5,10,1,2,4.0,0.0038095238095238095,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,0.8
14,5,10,1,2,2.0,0.002004008016032064,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,0.9942
22,6,10,1,2,5.0,0.005411255411255411,0.027118055149912834,0.9660954545454546,0.7738732954545454,0.9695846590909092,1,0.5537
6,5,10,1,2,3.0,0.003963011889035667,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,0.245
14,5,10,1,2,2.0,0.0029154518950437317,0.0,0.9717162921348316,0.6548410112359551,0.9551494382022472,0,0.5162
22,6,10,1,2,4.0,0.005961251862891207,0.09913194179534912,0.9691514450867053,0.6074329479768786,0.9537063583815028,2,0.6757
6,5,10,1,2,5.0,0.00536480686695279,0.07177083194255829,0.9558448863636364,0.7807528409090909,0.977555681818182,1,0.9282
14,5,10,1,2,5.0,0.004761904761904762,0.04072916507720947,0.959408,0.7887599999999999,0.9514285714285714,1,0.9593
22,6,10,1,2,4.0,0.0038204393505253103,0.06031249836087227,0.9592327485380115,0.7542111111111112,0.97113216374269,1,0.9397
6,5,10,1,3,4.0,0.006042296072507553,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,0.323
14,5,10,1,3,6.0,0.008620689655172414,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,0.8226
22,6,10,1,3,6.0,0.008583690987124463,0.0,0.9761469273743016,0.5908648044692737,0.9510592178770948,0,0.2925
6,5,10,1,3,4.0,0.003948667324777887,0.0902777761220932,0.9577932203389832,0.7727412429378532,0.9548954802259888,1,0.7278
14,5,10,1,3,6.0,0.006243496357960458,0.10709635447710752,0.9601118644067796,0.7691152542372881,0.9529186440677966,1,0.3577
22,6,10,1,3,3.0,0.0033444816053511705,0.0,0.9582296511627908,0.8025308139534885,0.9455558139534884,0,1.0
6,5,10,1,3,4.0,0.004140786749482402,0.0,0.970548275862069,0.7340936781609195,0.969635632183908,0,1.0
14,5,10,1,3,4.0,0.004540295119182747,0.0,0.9679265536723164,0.677564406779661,0.9646892655367232,0,0.6198
22,6,10,1,3,6.0,0.006198347107438017,0.08829861134290695,0.9663485875706216,0.7424570621468926,0.9622666666666668,1,0.773
6,6,10,1,0,5.0,0.004784688995215311,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,1.0
14,6,10,1,0,4.0,0.0038095238095238095,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,1.0
22,0,11,0,0,2.0,0.0019047619047619048,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,1.0
6,6,10,1,0,6.0,0.007272727272727273,0.0,0.9579948863636364,0.6420017045454546,0.9496204545454544,0,0.6995
22,0,11,0,0,5.0,0.005405405405405406,0.029652778059244156,0.960858757062147,0.6334305084745763,0.9482943502824858,1,0.7573
14,6,10,1,0,6.0,0.005714285714285714,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,1.0
22,0,11,0,0,4.0,0.0038684719535783366,0.10709635447710752,0.9699949438202248,0.7404140449438202,0.9610904494382022,1,0.8014
6,6,10,1,1,5.0,0.005931198102016607,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,0.3404
14,6,10,1,1,3.0,0.0031645569620253164,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,0.6432
22,0,11,0,1,4.0,0.004944375772558714,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,1.0
6,6,10,1,1,6.0,0.007361963190184049,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,0.903
14,6,10,1,1,2.0,0.0024390243902439024,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,0.935
22,0,11,0,1,2.0,0.002849002849002849,0.10709635447710752,0.9596569832402236,0.6435245810055866,0.9638513966480448,1,0.731
6,6,10,1,1,6.0,0.005982053838484547,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,1.0
14,6,10,1,1,2.0,0.0019047619047619048,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,0.6183
22,0,11,0,1,3.0,0.003,0.09663194417953491,0.95955530726257,0.7858726256983241,0.97316312849162,1,0.9034
6,6,10,1,2,2.0,0.0020161290322580645,0.047013889998197556,0.9684011363636364,0.7713215909090909,0.9683693181818182,1,0.4512
22,0,11,0,2,5.0,0.004761904761904762,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,1.0
6,6,10,1,2,5.0,0.00741839762611276,0.08916666358709335,0.9734926553672316,0.6269056497175142,0.955367231638418,2,0.5655
14,6,10,1,2,2.0,0.002688172043010753,0.04850694537162781,0.9717162921348316,0.6548410112359551,0.9551494382022472,2,0.6045
22,0,11,0,2,5.0,0.006613756613756613,0.03361111134290695,0.9691514450867053,0.6074329479768786,0.9537063583815028,1,0.4336
6,6,10,1,2,6.0,0.006437768240343348,0.08114583045244217,0.9558448863636364,0.7807528409090909,0.977555681818182,1,0.9189
14,6,10,1,2,5.0,0.004761904761904762,0.07409722357988358,0.959408,0.7887599999999999,0.9514285714285714,1,0.9259
22,0,11,0,2,3.0,0.0028957528957528956,0.0,0.9592327485380115,0.7542111111111112,0.97113216374269,0,0.2957
6,6,10,1,3,3.0,0.004398826979472141,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,0.4111
14,6,10,1,3,6.0,0.007926023778071334,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,0.9463
22,0,11,0,3,3.0,0.00425531914893617,0.0,0.9761469273743016,0.5908648044692737,0.9510592178770948,0,0.3562
6,6,10,1,3,6.0,0.007453416149068323,0.0,0.9577932203389832,0.7727412429378532,0.9548954802259888,0,1.0
14,6,10,1,3,4.0,0.005121638924455826,0.0,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,0.3938
22,0,11,0,3,4.0,0.004028197381671702,0.03854166716337204,0.9582296511627908,0.8025308139534885,0.9455558139534884,1,0.9615
6,6,10,1,3,5.0,0.00591016548463357,0.09340278059244156,0.970548275862069,0.7340936781609195,0.969635632183908,1,0.594
14,6,10,1,3,6.0,0.006355932203389831,0.10709635447710752,0.9679265536723164,0.677564406779661,0.9646892655367232,1,0.6248
22,0,11,0,3,3.0,0.0028680688336520078,0.10709635447710752,0.9663485875706216,0.7424570621468926,0.9622666666666668,3,0.57
6,0,11,0,0,2.0,0.0019047619047619048,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,1.0
14,0,11,0,0,2.0,0.0019047619047619048,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,1.0
22,1,11,0,0,5.0,0.005055611729019211,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,0.8372
6,0,11,0,0,6.0,0.008333333333333333,0.03802083432674408,0.9579948863636364,0.6420017045454546,0.9496204545454544,1,0.37
14,0,11,0,0,5.0,0.0068775790921595595,0.042152777314186096,0.9595845714285716,0.6536731428571428,0.9767611428571428,1,0.3096
22,1,11,0,0,3.0,0.004026845637583893,0.10709635447710752,0.960858757062147,0.6334305084745763,0.9482943502824858,1,0.8353
6,0,11,0,0,5.0,0.005045408678102927,0.10709635447710752,0.9711568965517242,0.7715344827586208,0.9542132183908044,1,0.7048
14,0,11,0,0,4.0,0.003996003996003996,0.10709635447710752,0.9698011363636364,0.75509375,0.9680863636363636,1,0.3994
22,1,11,0,0,2.0,0.0021119324181626186,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,0.6182
6,0,11,0,1,2.0,0.0024906600249066002,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,0.5335
14,0,11,0,1,2.0,0.0019157088122605363,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,0.999
22,1,11,0,1,5.0,0.005580357142857143,0.10709635447710752,0.9707780898876404,0.6486887640449438,0.9695876404494382,1,0.7115
6,0,11,0,1,2.0,0.0028776978417266188,0.10709635447710752,0.9605514124293784,0.6269536723163842,0.9538604519774012,1,0.8731
14,0,11,0,1,5.0,0.008680555555555556,0.09902777522802353,0.961474431818182,0.6564625000000001,0.9428977272727272,1,0.2704
22,1,11,0,1,3.0,0.003963011889035667,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,0.9604
6,0,11,0,1,6.0,0.005752636625119847,0.10461805760860443,0.965764,0.7633297142857142,0.9598091428571428,1,0.8954
14,0,11,0,1,6.0,0.005893909626719057,0.06138888746500015,0.961093220338983,0.7580553672316385,0.9796604519774011,1,0.7628
22,1,11,0,1,2.0,0.002257336343115124,0.10709635447710752,0.95955530726257,0.7858726256983241,0.97316312849162,1,0.7594
6,0,11,0,2,3.0,0.0035211267605633804,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,1.0
14,0,11,0,2,2.0,0.0021208907741251328,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,0.5008
22,1,11,0,2,4.0,0.0038095238095238095,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,0.622
6,0,11,0,2,6.0,0.007434944237918215,0.03263888880610466,0.9734926553672316,0.6269056497175142,0.955367231638418,1,0.8541
14,0,11,0,2,2.0,0.0030816640986132513,0.056909721344709396,0.9717162921348316,0.6548410112359551,0.9551494382022472,1,0.3581
22,1,11,0,2,4.0,0.004761904761904762,0.029756944626569748,0.9691514450867053,0.6074329479768786,0.9537063583815028,1,0.9702
6,0,11,0,2,4.0,0.004545454545454545,0.0,0.9558448863636364,0.7807528409090909,0.977555681818182,0,0.7721
14,0,11,0,2,2.0,0.0019047619047619048,0.0,0.959408,0.7887599999999999,0.9514285714285714,0,1.0
22,1,11,0,2,4.0,0.003980099502487562,0.10709635447710752,0.9592327485380115,0.7542111111111112,0.97113216374269,2,0.8361
6,0,11,0,3,2.0,0.0034071550255536627,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,0.6689
14,0,11,0,3,3.0,0.00430416068866571,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,0.416
22,1,11,0,3,5.0,0.006570302233902759,0.0,0.9761469273743016,0.5908648044692737,0.9510592178770948,0,0.3787
6,0,11,0,3,2.0,0.0019047619047619048,0.04184027761220932,0.9577932203389832,0.7727412429378532,0.9548954802259888,1,0.9582
14,0,11,0,3,3.0,0.0036809815950920245,0.037118054926395416,0.9601118644067796,0.7691152542372881,0.9529186440677966,1,0.7222
22,1,11,0,3,5.0,0.004761904761904762,0.10709635447710752,0.9582296511627908,0.8025308139534885,0.9455558139534884,2,0.7889
6,0,11,0,3,5.0,0.005045408678102927,0.10709635447710752,0.970548275862069,0.7340936781609195,0.969635632183908,3,0.7266
14,0,11,0,3,5.0,0.005787037037037037,0.10709635447710752,0.9679265536723164,0.677564406779661,0.9646892655367232,3,0.387
22,1,11,0,3,5.0,0.005827505827505828,0.0,0.9663485875706216,0.7424570621468926,0.9622666666666668,0,0.7934
6,1,11,0,0,3.0,0.003374578177727784,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,0.5606
14,1,11,0,0,2.0,0.0019047619047619048,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,0.7667
22,2,11,0,0,5.0,0.004761904761904762,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,0.9053
6,1,11,0,0,4.0,0.005063291139240506,0.10709635447710752,0.9579948863636364,0.6420017045454546,0.9496204545454544,1,0.806
14,1,11,0,0,3.0,0.0036540803897685747,0.08423610776662827,0.9595845714285716,0.6536731428571428,0.9767611428571428,1,0.9158
22,2,11,0,0,0.0,0.0,0.08243055641651154,0.960858757062147,0.6334305084745763,0.9482943502824858,1,0.0
6,1,11,0,0,6.0,0.005714285714285714,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,0.4699
14,1,11,0,0,5.0,0.00511770726714432,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,0.6351
22,2,11,0,0,4.0,0.004424778761061947,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,0.7646
6,1,11,0,1,5.0,0.007132667617689016,0.10709635447710752,0.9694767045454546,0.7222562499999999,0.9522732954545454,1,0.5148
14,1,11,0,1,6.0,0.0075282308657465494,0.07569444179534912,0.970316384180791,0.7160909604519774,0.958379661016949,1,0.2291
22,2,11,0,1,3.0,0.003926701570680628,0.0881597250699997,0.9707780898876404,0.6486887640449438,0.9695876404494382,1,0.4719
6,1,11,0,1,3.0,0.003896103896103896,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,0.6836
14,1,11,0,1,5.0,0.006180469715698393,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,0.7399
22,2,11,0,1,2.0,0.002797202797202797,0.10709635447710752,0.9596569832402236,0.6435245810055866,0.9638513966480448,1,0.8272
6,1,11,0,1,5.0,0.004921259842519685,0.10709635447710752,0.965764,0.7633297142857142,0.9598091428571428,1,0.7297
14,1,11,0,1,3.0,0.002890173410404624,0.10709635447710752,0.961093220338983,0.7580553672316385,0.9796604519774011,1,0.8663
22,2,11,0,1,2.0,0.0020161290322580645,0.07916666567325592,0.95955530726257,0.7858726256983241,0.97316312849162,1,0.3817
6,1,11,0,2,5.0,0.004975124378109453,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,0.9272
14,1,11,0,2,3.0,0.003658536585365854,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,0.3221
22,2,11,0,2,5.0,0.0048216007714561235,0.10709635447710752,0.9660954545454546,0.7738732954545454,0.9695846590909092,2,0.4014
6,1,11,0,2,3.0,0.003816793893129771,0.017986111342906952,0.9734926553672316,0.6269056497175142,0.955367231638418,1,0.3355
14,1,11,0,2,2.0,0.002554278416347382,0.018263889476656914,0.9717162921348316,0.6548410112359551,0.9551494382022472,1,0.9056
22,2,11,0,2,6.0,0.007692307692307693,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,0.2576
6,1,11,0,2,3.0,0.002952755905511811,0.10709635447710752,0.9558448863636364,0.7807528409090909,0.977555681818182,2,0.8721
14,1,11,0,2,3.0,0.002973240832507433,0.10709635447710752,0.959408,0.7887599999999999,0.9514285714285714,2,0.3493
22,2,11,0,2,4.0,0.004052684903748734,0.0,0.9592327485380115,0.7542111111111112,0.97113216374269,0,0.2443
6,1,11,0,3,6.0,0.00916030534351145,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,0.685
14,1,11,0,3,2.0,0.0030441400304414,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,0.5297
22,2,11,0,3,3.0,0.003911342894393742,0.0,0.9761469273743016,0.5908648044692737,0.9510592178770948,0,0.6935
6,1,11,0,3,6.0,0.006749156355455568,0.10709635447710752,0.9577932203389832,0.7727412429378532,0.9548954802259888,2,0.8158
14,1,11,0,3,5.0,0.005841121495327103,0.10709635447710752,0.9601118644067796,0.7691152542372881,0.9529186440677966,2,0.3088
22,2,11,0,3,3.0,0.0029182879377431907,0.10000000149011612,0.9582296511627908,0.8025308139534885,0.9455558139534884,2,0.5861
6,1,11,0,3,6.0,0.006160164271047228,0.0,0.970548275862069,0.7340936781609195,0.969635632183908,0,0.5279
14,1,11,0,3,5.0,0.004761904761904762,0.0,0.9679265536723164,0.677564406779661,0.9646892655367232,0,0.9012
22,2,11,0,3,2.0,0.002304147465437788,0.10709635447710752,0.9663485875706216,0.7424570621468926,0.9622666666666668,1,0.6571
6,2,11,0,0,6.0,0.006423982869379015,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,0.8623
14,2,11,0,0,3.0,0.002857142857142857,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,0.8017
22,3,11,0,0,1.0,0.0009523809523809524,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,0.4346
6,2,11,0,0,3.0,0.004335260115606936,0.047951389104127884,0.9579948863636364,0.6420017045454546,0.9496204545454544,1,0.2631
14,2,11,0,0,2.0,0.002531645569620253,0.08461805433034897,0.9595845714285716,0.6536731428571428,0.9767611428571428,1,0.4476
22,3,11,0,0,6.0,0.007389162561576354,0.0,0.960858757062147,0.6334305084745763,0.9482943502824858,0,0.8571
6,2,11,0,0,4.0,0.004153686396677051,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,1.0
14,2,11,0,0,2.0,0.002331002331002331,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,0.7963
22,3,11,0,0,5.0,0.004761904761904762,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,0.4794
6,2,11,0,1,4.0,0.005148005148005148,0.07010416686534882,0.9694767045454546,0.7222562499999999,0.9522732954545454,1,0.6062
14,2,11,0,1,4.0,0.004975124378109453,0.1045486107468605,0.970316384180791,0.7160909604519774,0.958379661016949,1,0.4249
22,3,11,0,1,5.0,0.006127450980392157,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,0.5193
6,2,11,0,1,5.0,0.0068212824010914054,0.10709635447710752,0.9605514124293784,0.6269536723163842,0.9538604519774012,1,0.689
14,2,11,0,1,6.0,0.009009009009009009,0.10709635447710752,0.961474431818182,0.6564625000000001,0.9428977272727272,1,0.7983
22,3,11,0,1,4.0,0.005471956224350205,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,0.3554
6,2,11,0,1,2.0,0.0019743336623889436,0.10709635447710752,0.965764,0.7633297142857142,0.9598091428571428,1,0.5666
14,2,11,0,1,2.0,0.0021119324181626186,0.10472222417593002,0.961093220338983,0.7580553672316385,0.9796604519774011,1,0.8953
22,3,11,0,1,4.0,0.0048543689320388345,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,0.586
